name,run,scenario,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
S1,2,"PBPP3: beta(50, 20)",sigma,1.103,1.099,0.0621,0.0637,1.0063,1.2102,1.0006,1768,1457
S1,2,"PBPP3: beta(50, 20)",beta00,100.5145,100.5155,0.3564,0.3239,99.9422,101.0842,1.0018,573,807
S1,2,"PBPP3: beta(50, 20)",sigma_b0,1.0609,0.9972,0.3345,0.2961,0.618,1.674,1.0104,538,883
S1,2,"PBPP3: beta(50, 20)",beta0,100.8624,100.8615,0.4301,0.4025,100.15,101.569,1.0031,546,757
S1,2,"PBPP3: beta(50, 20)",sigma_b,1.3029,1.2232,0.3952,0.333,0.8002,2.0613,1.0042,445,1012
S1,3,"PBPP3: beta(1, 1)",a0,0.7597,0.7637,0.1172,0.1203,0.5581,0.952,1.0024,958,564
S1,3,"PBPP3: beta(1, 1)",sigma,0.9649,0.962,0.0561,0.0575,0.8782,1.06,1.0018,1364,1416
S1,3,"PBPP3: beta(1, 1)",beta00,100.3518,100.3315,0.5571,0.5056,99.475,101.2881,1.0042,509,482
S1,3,"PBPP3: beta(1, 1)",sigma_b0,1.7008,1.6218,0.4587,0.4118,1.1143,2.5798,1,538,812
S1,3,"PBPP3: beta(1, 1)",beta0,100.4842,100.4925,0.563,0.5093,99.5492,101.3971,1.0076,485,760
S1,3,"PBPP3: beta(1, 1)",sigma_b,1.6736,1.5834,0.4682,0.3658,1.0928,2.5284,0.9996,578,745
S1,3,"PBPP3: beta(5, 5)",a0,0.6608,0.6636,0.0933,0.091,0.4981,0.8076,1.0004,1417,1014
S1,3,"PBPP3: beta(5, 5)",sigma,0.9676,0.963,0.0578,0.0585,0.8813,1.0696,1.0041,1374,1355
S1,3,"PBPP3: beta(5, 5)",beta00,100.3336,100.331,0.5394,0.5189,99.4741,101.1331,1.0038,562,771
S1,3,"PBPP3: beta(5, 5)",sigma_b0,1.718,1.6369,0.4982,0.4354,1.0839,2.5976,1.0002,540,946
S1,3,"PBPP3: beta(5, 5)",beta0,100.4882,100.485,0.5307,0.4915,99.599,101.3412,1.0042,498,611
S1,3,"PBPP3: beta(5, 5)",sigma_b,1.6587,1.5865,0.4497,0.3988,1.068,2.4553,1.0012,424,809
S1,3,"PBPP3: beta(10, 10)",a0,0.6139,0.6171,0.0823,0.0852,0.4709,0.7487,1.0014,1338,1053
S1,3,"PBPP3: beta(10, 10)",sigma,0.9705,0.9677,0.0575,0.0562,0.883,1.0715,0.9999,1283,1253
S1,3,"PBPP3: beta(10, 10)",beta00,100.3374,100.3325,0.5352,0.4976,99.4654,101.2121,1.0048,479,632
S1,3,"PBPP3: beta(10, 10)",sigma_b0,1.706,1.628,0.4514,0.4074,1.1144,2.543,1.0044,528,1128
S1,3,"PBPP3: beta(10, 10)",beta0,100.4604,100.4665,0.5424,0.5122,99.5494,101.3303,1.0021,544,683
S1,3,"PBPP3: beta(10, 10)",sigma_b,1.666,1.5775,0.4594,0.3928,1.0934,2.5481,1.001,492,922
S1,3,"PBPP3: beta(50, 20)",a0,0.7238,0.724,0.0493,0.0525,0.6436,0.8026,1.0006,1476,1452
S1,3,"PBPP3: beta(50, 20)",sigma,0.9686,0.9648,0.0575,0.054,0.8777,1.0715,1.0031,1199,1074
S1,3,"PBPP3: beta(50, 20)",beta00,100.3223,100.31,0.5277,0.5026,99.4551,101.196,1.008,521,751
S1,3,"PBPP3: beta(50, 20)",sigma_b0,1.6884,1.6154,0.4404,0.3851,1.0814,2.5109,1.0035,568,802
S1,3,"PBPP3: beta(50, 20)",beta0,100.5027,100.513,0.5255,0.493,99.6364,101.3451,1.0013,482,636
S1,3,"PBPP3: beta(50, 20)",sigma_b,1.6583,1.6054,0.4415,0.4119,1.0624,2.4226,1.0049,426,578
S1,4,"PBPP3: beta(1, 1)",a0,0.7582,0.765,0.1184,0.1261,0.5509,0.9418,0.9999,1097,749
S1,4,"PBPP3: beta(1, 1)",sigma,1.055,1.0518,0.0593,0.0568,0.963,1.1582,1.0001,1174,1153
S1,4,"PBPP3: beta(1, 1)",beta00,100.293,100.298,0.4713,0.4821,99.5238,101.053,1.0018,414,895
S1,4,"PBPP3: beta(1, 1)",sigma_b0,1.6266,1.5319,0.4636,0.3896,1.0644,2.4373,1.0035,478,975
S1,4,"PBPP3: beta(1, 1)",beta0,99.9466,99.9492,0.5353,0.4841,99.0766,100.7964,1.0025,412,831
S1,4,"PBPP3: beta(1, 1)",sigma_b,1.7761,1.7035,0.5019,0.4183,1.1389,2.64,1.0044,457,819
S1,4,"PBPP3: beta(5, 5)",a0,0.6582,0.665,0.0924,0.0904,0.5018,0.8072,1.0011,1271,1243
S1,4,"PBPP3: beta(5, 5)",sigma,1.0636,1.0597,0.063,0.0612,0.9656,1.1665,1.0004,1352,1114
S1,4,"PBPP3: beta(5, 5)",beta00,100.3234,100.3265,0.4929,0.4833,99.488,101.107,0.9999,663,790
S1,4,"PBPP3: beta(5, 5)",sigma_b0,1.6057,1.5167,0.4402,0.3711,1.0545,2.4681,1.0004,610,843
S1,4,"PBPP3: beta(5, 5)",beta0,99.9395,99.9459,0.5105,0.4798,99.0488,100.739,1.0057,496,605
S1,4,"PBPP3: beta(5, 5)",sigma_b,1.768,1.6949,0.4557,0.4,1.1829,2.6587,1.001,531,598
S1,4,"PBPP3: beta(10, 10)",a0,0.6102,0.6116,0.0811,0.0833,0.4724,0.7408,1.0005,1438,1358
S1,4,"PBPP3: beta(10, 10)",sigma,1.0618,1.0588,0.0643,0.0639,0.961,1.1763,1.0023,1169,1129
S1,4,"PBPP3: beta(10, 10)",beta00,100.2895,100.281,0.5224,0.5237,99.4774,101.16,1.0012,513,782
S1,4,"PBPP3: beta(10, 10)",sigma_b0,1.6384,1.542,0.4697,0.3798,1.0573,2.5343,1.0001,569,908
S1,4,"PBPP3: beta(10, 10)",beta0,99.9205,99.9162,0.5427,0.5098,99.0503,100.8143,1.0033,480,775
S1,4,"PBPP3: beta(10, 10)",sigma_b,1.7444,1.6731,0.445,0.3713,1.1527,2.5972,1.0007,511,587
S1,4,"PBPP3: beta(50, 20)",a0,0.7239,0.7244,0.048,0.0471,0.6393,0.8007,1.0002,1555,1183
S1,4,"PBPP3: beta(50, 20)",sigma,1.061,1.0578,0.062,0.0608,0.9635,1.169,1.0013,1074,1219
S1,4,"PBPP3: beta(50, 20)",beta00,100.281,100.279,0.5105,0.4843,99.4462,101.1081,1.0039,516,780
S1,4,"PBPP3: beta(50, 20)",sigma_b0,1.6233,1.5446,0.4258,0.3744,1.0855,2.4508,1.0022,507,882
S1,4,"PBPP3: beta(50, 20)",beta0,99.9409,99.917,0.5588,0.5096,99.0329,100.8331,1.0002,519,701
S1,4,"PBPP3: beta(50, 20)",sigma_b,1.7778,1.6906,0.4843,0.4153,1.1492,2.7199,1.0026,533,820
S1,5,"PBPP3: beta(1, 1)",a0,0.7429,0.7521,0.1232,0.1267,0.5303,0.9382,1.0014,1186,798
S1,5,"PBPP3: beta(1, 1)",sigma,1.0809,1.0792,0.063,0.0622,0.9814,1.1912,1.0008,1109,1161
S1,5,"PBPP3: beta(1, 1)",beta00,100.6927,100.712,0.5507,0.5308,99.767,101.5632,1.0004,434,568
S1,5,"PBPP3: beta(1, 1)",sigma_b0,1.7378,1.6437,0.4957,0.4245,1.1236,2.708,1.0032,491,745
S1,5,"PBPP3: beta(1, 1)",beta0,100.5768,100.591,0.5008,0.4626,99.7204,101.3721,1.0015,461,475
S1,5,"PBPP3: beta(1, 1)",sigma_b,1.5311,1.4591,0.4297,0.3943,0.9717,2.3771,1.0011,544,1008
S1,5,"PBPP3: beta(5, 5)",a0,0.6466,0.6477,0.0938,0.0968,0.4917,0.7977,0.9997,1140,918
S1,5,"PBPP3: beta(5, 5)",sigma,1.0903,1.0853,0.0689,0.067,0.9888,1.2123,1.0019,1471,1179
S1,5,"PBPP3: beta(5, 5)",beta00,100.7118,100.719,0.5765,0.5197,99.7068,101.6243,1.001,425,481
S1,5,"PBPP3: beta(5, 5)",sigma_b0,1.717,1.6337,0.48,0.439,1.1008,2.5803,1.0025,495,839
S1,5,"PBPP3: beta(5, 5)",beta0,100.6403,100.6385,0.5092,0.4974,99.8179,101.44,1.0027,371,703
S1,5,"PBPP3: beta(5, 5)",sigma_b,1.5094,1.4304,0.4148,0.361,0.966,2.3089,1.0081,599,850
S1,5,"PBPP3: beta(10, 10)",a0,0.6076,0.6094,0.0825,0.0843,0.4681,0.7385,1.001,1324,1146
S1,5,"PBPP3: beta(10, 10)",sigma,1.0935,1.0906,0.0635,0.0644,0.9959,1.2007,1.0007,1185,1149
S1,5,"PBPP3: beta(10, 10)",beta00,100.744,100.7615,0.5628,0.5256,99.7911,101.6431,1.0138,417,812
S1,5,"PBPP3: beta(10, 10)",sigma_b0,1.7272,1.638,0.4978,0.4196,1.0968,2.7069,1.0001,555,1001
S1,5,"PBPP3: beta(10, 10)",beta0,100.6241,100.6265,0.4867,0.4663,99.8546,101.4242,1.0047,609,970
S1,5,"PBPP3: beta(10, 10)",sigma_b,1.4893,1.426,0.3957,0.3516,0.9767,2.241,1.0001,567,960
S1,5,"PBPP3: beta(50, 20)",a0,0.7195,0.7232,0.048,0.0469,0.6351,0.7938,1.0025,1681,1122
S1,5,"PBPP3: beta(50, 20)",sigma,1.0833,1.079,0.0622,0.0614,0.9912,1.19,1.0011,1415,1326
S1,5,"PBPP3: beta(50, 20)",beta00,100.7577,100.7795,0.5897,0.573,99.8004,101.7242,1.0018,542,738
S1,5,"PBPP3: beta(50, 20)",sigma_b0,1.7302,1.6453,0.4758,0.4025,1.1058,2.6078,1.0009,542,751
S1,5,"PBPP3: beta(50, 20)",beta0,100.5887,100.593,0.4989,0.4589,99.7307,101.357,1.006,449,671
S1,5,"PBPP3: beta(50, 20)",sigma_b,1.5286,1.4632,0.423,0.3821,0.9849,2.2882,1.003,491,744
S1,6,"PBPP3: beta(1, 1)",a0,0.7493,0.7569,0.1396,0.1421,0.5056,0.9624,1.0037,835,638
S1,6,"PBPP3: beta(1, 1)",sigma,1.0023,0.9994,0.0605,0.0588,0.9116,1.1065,0.9992,1465,1295
S1,6,"PBPP3: beta(1, 1)",beta00,99.3259,99.328,0.3365,0.3086,98.7823,99.8702,1.0048,598,941
S1,6,"PBPP3: beta(1, 1)",sigma_b0,0.9477,0.9007,0.3081,0.2612,0.5596,1.529,1.0007,585,775
S1,6,"PBPP3: beta(1, 1)",beta0,100.6811,100.687,0.4058,0.3914,100.021,101.331,1.0027,513,926
S1,6,"PBPP3: beta(1, 1)",sigma_b,1.2669,1.1984,0.3806,0.3253,0.8062,1.9159,1.004,463,887
S1,6,"PBPP3: beta(5, 5)",a0,0.636,0.6458,0.1127,0.1146,0.4325,0.8053,1.0072,1146,880
S1,6,"PBPP3: beta(5, 5)",sigma,1.006,1.004,0.0609,0.06,0.9133,1.109,1.0003,1473,1208
S1,6,"PBPP3: beta(5, 5)",beta00,99.3443,99.3392,0.3285,0.31,98.8186,99.8888,1.0023,775,985
S1,6,"PBPP3: beta(5, 5)",sigma_b0,0.9114,0.8672,0.3124,0.2721,0.5073,1.4999,1.0024,411,585
S1,6,"PBPP3: beta(5, 5)",beta0,100.7065,100.708,0.3921,0.3877,100.0839,101.3461,1.0036,541,757
S1,6,"PBPP3: beta(5, 5)",sigma_b,1.223,1.1622,0.3545,0.3163,0.7762,1.8418,1.0012,745,1069
S1,6,"PBPP3: beta(10, 10)",a0,0.5929,0.5936,0.0891,0.0879,0.4454,0.7398,1.001,1665,1359
S1,6,"PBPP3: beta(10, 10)",sigma,1.0078,1.005,0.0597,0.0608,0.914,1.1089,1.0026,1560,1445
S1,6,"PBPP3: beta(10, 10)",beta00,99.3198,99.3102,0.3118,0.2953,98.8237,99.8357,1.0028,691,1043
S1,6,"PBPP3: beta(10, 10)",sigma_b0,0.9088,0.8601,0.2987,0.2625,0.5146,1.4715,1.0005,665,1130
S1,6,"PBPP3: beta(10, 10)",beta0,100.7021,100.6965,0.4107,0.3862,100.035,101.3722,1.0034,422,550
S1,6,"PBPP3: beta(10, 10)",sigma_b,1.2242,1.1713,0.3428,0.2795,0.7956,1.8765,1.0017,631,922
S1,6,"PBPP3: beta(50, 20)",a0,0.7217,0.7238,0.0506,0.0501,0.6333,0.7996,1.0001,1658,1338
S1,6,"PBPP3: beta(50, 20)",sigma,1.0028,0.9989,0.0574,0.0587,0.9144,1.1025,1.0007,1327,1281
S1,6,"PBPP3: beta(50, 20)",beta00,99.3526,99.3433,0.3137,0.279,98.8591,99.8847,1.0028,663,1053
S1,6,"PBPP3: beta(50, 20)",sigma_b0,0.9428,0.9044,0.287,0.2573,0.5675,1.4773,1.0024,581,1026
S1,6,"PBPP3: beta(50, 20)",beta0,100.6753,100.677,0.418,0.3795,100.0109,101.3291,1.007,419,776
S1,6,"PBPP3: beta(50, 20)",sigma_b,1.2287,1.181,0.3506,0.3015,0.7678,1.853,1.003,603,981
S1,7,"PBPP3: beta(1, 1)",a0,0.7585,0.7654,0.119,0.1219,0.5489,0.9412,1.0036,1147,520
S1,7,"PBPP3: beta(1, 1)",sigma,1.0282,1.0257,0.0606,0.0573,0.9323,1.1354,1.0007,1351,1212
S1,7,"PBPP3: beta(1, 1)",beta00,99.9809,99.9753,0.4681,0.4377,99.2168,100.7326,1.0091,524,767
S1,7,"PBPP3: beta(1, 1)",sigma_b0,1.4281,1.3383,0.4171,0.3458,0.9081,2.2214,1.0067,568,929
S1,7,"PBPP3: beta(1, 1)",beta0,99.9974,100.016,0.6727,0.6227,98.9077,101.0941,1.0033,495,727
S1,7,"PBPP3: beta(1, 1)",sigma_b,2.1101,2.009,0.552,0.4698,1.4062,3.1219,1.0017,412,839
S1,7,"PBPP3: beta(5, 5)",a0,0.6555,0.6613,0.1014,0.1006,0.482,0.8084,1.0055,1461,1269
S1,7,"PBPP3: beta(5, 5)",sigma,1.0324,1.0324,0.0625,0.0607,0.9297,1.1383,1.0006,1318,1064
S1,7,"PBPP3: beta(5, 5)",beta00,99.9736,99.9674,0.4596,0.4274,99.2429,100.7462,1.003,447,912
S1,7,"PBPP3: beta(5, 5)",sigma_b0,1.3943,1.3414,0.375,0.3346,0.8881,2.0982,1.0024,609,921
S1,7,"PBPP3: beta(5, 5)",beta0,100.028,100.013,0.6284,0.5813,99.0562,101.044,0.9996,468,539
S1,7,"PBPP3: beta(5, 5)",sigma_b,2.0566,1.9633,0.5331,0.445,1.3888,3.0804,1.0031,299,719
S1,7,"PBPP3: beta(10, 10)",a0,0.6064,0.6105,0.0854,0.0859,0.4597,0.7372,1.0011,1669,1457
S1,7,"PBPP3: beta(10, 10)",sigma,1.0346,1.0305,0.0655,0.0631,0.9313,1.1464,1.0021,1569,1481
S1,7,"PBPP3: beta(10, 10)",beta00,99.9744,99.982,0.4463,0.407,99.2458,100.694,1.0023,527,880
S1,7,"PBPP3: beta(10, 10)",sigma_b0,1.4108,1.3504,0.3925,0.3727,0.8953,2.1586,1.003,526,892
S1,7,"PBPP3: beta(10, 10)",beta0,99.9905,99.9893,0.6408,0.6139,98.9929,101.018,1.0032,476,663
S1,7,"PBPP3: beta(10, 10)",sigma_b,2.0555,1.9567,0.5397,0.433,1.3734,3.0556,1.008,441,721
S1,7,"PBPP3: beta(50, 20)",a0,0.723,0.7248,0.048,0.0477,0.6436,0.7973,0.9998,1646,1370
S1,7,"PBPP3: beta(50, 20)",sigma,1.027,1.0252,0.0594,0.0592,0.9314,1.1308,1.0044,1440,1159
S1,7,"PBPP3: beta(50, 20)",beta00,99.9951,99.9916,0.4864,0.4499,99.2085,100.7562,1.0032,534,658
S1,7,"PBPP3: beta(50, 20)",sigma_b0,1.4502,1.3579,0.44,0.3742,0.9114,2.2845,1.0006,521,729
S1,7,"PBPP3: beta(50, 20)",beta0,100.0185,100.005,0.6805,0.6412,98.9519,101.1062,1.0042,565,759
S1,7,"PBPP3: beta(50, 20)",sigma_b,2.117,2.032,0.5415,0.4634,1.3966,3.0772,1.0126,441,689
S1,8,"PBPP3: beta(1, 1)",a0,0.7554,0.7629,0.1294,0.136,0.5305,0.9571,1.003,1025,595
S1,8,"PBPP3: beta(1, 1)",sigma,0.9911,0.989,0.0571,0.0552,0.9011,1.0866,0.9995,1509,1197
S1,8,"PBPP3: beta(1, 1)",beta00,100.794,100.792,0.4011,0.3662,100.139,101.426,1.0018,514,700
S1,8,"PBPP3: beta(1, 1)",sigma_b0,1.1837,1.1059,0.3814,0.3127,0.7245,1.9178,1.0048,456,730
S1,8,"PBPP3: beta(1, 1)",beta0,100.5447,100.5605,0.4444,0.4203,99.8015,101.2501,1.0007,546,769
S1,8,"PBPP3: beta(1, 1)",sigma_b,1.3183,1.2535,0.3802,0.3144,0.8449,1.9937,1.0021,472,797
S1,8,"PBPP3: beta(5, 5)",a0,0.6439,0.6487,0.1016,0.1031,0.4717,0.8039,0.9994,1349,1118
S1,8,"PBPP3: beta(5, 5)",sigma,0.9987,0.9956,0.0609,0.0598,0.9047,1.1051,1.0026,1683,1359
S1,8,"PBPP3: beta(5, 5)",beta00,100.7996,100.7975,0.4016,0.3492,100.148,101.4342,1.0062,623,808
S1,8,"PBPP3: beta(5, 5)",sigma_b0,1.1353,1.0742,0.3475,0.3079,0.6804,1.8033,1.0112,429,761
S1,8,"PBPP3: beta(5, 5)",beta0,100.5614,100.577,0.4373,0.4047,99.8403,101.2841,1.0041,516,893
S1,8,"PBPP3: beta(5, 5)",sigma_b,1.325,1.2715,0.3635,0.3339,0.8491,2.0002,0.9997,589,1023
S1,8,"PBPP3: beta(10, 10)",a0,0.603,0.6059,0.0857,0.0873,0.4598,0.7359,1.0016,1475,1397
S1,8,"PBPP3: beta(10, 10)",sigma,0.9992,0.996,0.0603,0.0613,0.9071,1.1007,1.0006,1242,1279
S1,8,"PBPP3: beta(10, 10)",beta00,100.8175,100.8285,0.3729,0.3536,100.192,101.414,1.0044,434,775
S1,8,"PBPP3: beta(10, 10)",sigma_b0,1.1395,1.079,0.3454,0.3064,0.7046,1.7924,1.0059,614,1138
S1,8,"PBPP3: beta(10, 10)",beta0,100.5585,100.5565,0.4272,0.4077,99.8591,101.2662,1.0038,427,661
S1,8,"PBPP3: beta(10, 10)",sigma_b,1.2935,1.2345,0.3604,0.3249,0.8408,1.9498,1.0058,509,1030
S1,8,"PBPP3: beta(50, 20)",a0,0.7218,0.7236,0.0496,0.0507,0.6346,0.799,1.0015,2047,1322
S1,8,"PBPP3: beta(50, 20)",sigma,0.9945,0.9912,0.062,0.0622,0.9026,1.0966,1.0009,1706,1103
S1,8,"PBPP3: beta(50, 20)",beta00,100.8117,100.828,0.3808,0.3618,100.174,101.3891,1.0069,691,723
S1,8,"PBPP3: beta(50, 20)",sigma_b0,1.148,1.0772,0.3679,0.2823,0.7242,1.793,1.0018,543,787
S1,8,"PBPP3: beta(50, 20)",beta0,100.5145,100.5095,0.3985,0.3788,99.8651,101.1422,1.003,504,783
S1,8,"PBPP3: beta(50, 20)",sigma_b,1.2908,1.222,0.3618,0.3139,0.8285,1.9508,1.0005,595,974
S1,9,"PBPP3: beta(1, 1)",a0,0.7579,0.7619,0.1123,0.1154,0.5607,0.9374,1.001,1374,818
S1,9,"PBPP3: beta(1, 1)",sigma,1.2161,1.2125,0.0702,0.0691,1.1083,1.3335,1,1487,1632
S1,9,"PBPP3: beta(1, 1)",beta00,99.4567,99.455,0.6802,0.6374,98.3535,100.6031,1.0037,472,727
S1,9,"PBPP3: beta(1, 1)",sigma_b0,2.1665,2.0597,0.572,0.4938,1.4619,3.2198,1.0105,616,755
S1,9,"PBPP3: beta(1, 1)",beta0,100.778,100.7985,0.5623,0.5315,99.8365,101.6562,1.0068,449,664
S1,9,"PBPP3: beta(1, 1)",sigma_b,1.7407,1.6502,0.4939,0.419,1.1243,2.6427,1.0009,528,939
S1,9,"PBPP3: beta(5, 5)",a0,0.667,0.6683,0.0935,0.0979,0.5123,0.8118,1.0029,1590,1123
S1,9,"PBPP3: beta(5, 5)",sigma,1.2216,1.2159,0.0729,0.0702,1.1096,1.3489,1,1337,1137
S1,9,"PBPP3: beta(5, 5)",beta00,99.4799,99.4606,0.6378,0.624,98.4747,100.542,1.0003,555,967
S1,9,"PBPP3: beta(5, 5)",sigma_b0,2.2123,2.1308,0.5893,0.5312,1.4289,3.3103,1.0041,416,1027
S1,9,"PBPP3: beta(5, 5)",beta0,100.8116,100.838,0.5308,0.5041,99.9251,101.6242,1.0008,531,782
S1,9,"PBPP3: beta(5, 5)",sigma_b,1.6911,1.6204,0.4502,0.3933,1.1035,2.5266,1.0049,604,768
S1,9,"PBPP3: beta(10, 10)",a0,0.6139,0.6161,0.0797,0.0795,0.4748,0.7409,1.0006,1142,995
S1,9,"PBPP3: beta(10, 10)",sigma,1.2247,1.2215,0.0719,0.0724,1.1134,1.3478,1.0028,1090,1244
S1,9,"PBPP3: beta(10, 10)",beta00,99.4586,99.451,0.7016,0.6471,98.3366,100.583,1,438,625
S1,9,"PBPP3: beta(10, 10)",sigma_b0,2.2137,2.1279,0.5758,0.518,1.4458,3.225,1.0046,546,841
S1,9,"PBPP3: beta(10, 10)",beta0,100.7792,100.7905,0.5651,0.5256,99.8408,101.7183,1.0016,469,715
S1,9,"PBPP3: beta(10, 10)",sigma_b,1.7552,1.6657,0.4762,0.4,1.1478,2.6654,1.0064,431,982
