name,run,scenario,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
S3,1,"PBPP3: beta(10, 10)",sigma_b0,0.9811,0.9352,0.3681,0.312,0.4867,1.6023,1.0011,494,818
S3,1,"PBPP3: beta(10, 10)",beta0,100.5746,100.5775,0.6385,0.5967,99.4799,101.5802,1.0102,410,658
S3,1,"PBPP3: beta(10, 10)",sigma_b,2.1715,2.0798,0.5464,0.4802,1.4347,3.2222,1.0072,590,1092
S3,1,"PBPP3: beta(50, 20)",a0,0.7111,0.7132,0.0525,0.0531,0.6225,0.7935,1.0014,1471,1326
S3,1,"PBPP3: beta(50, 20)",sigma,1.2161,1.2112,0.0716,0.0727,1.1058,1.3381,1.0006,1809,1381
S3,1,"PBPP3: beta(50, 20)",beta00,100.2765,100.275,0.3885,0.3469,99.6705,100.8971,1.0016,595,694
S3,1,"PBPP3: beta(50, 20)",sigma_b0,1.0553,0.9912,0.352,0.3093,0.5984,1.7113,1.0041,481,983
S3,1,"PBPP3: beta(50, 20)",beta0,100.5972,100.61,0.6784,0.6546,99.4574,101.719,1.0094,314,826
S3,1,"PBPP3: beta(50, 20)",sigma_b,2.1839,2.0743,0.5666,0.4706,1.4938,3.2164,1.0041,520,1104
S3,2,"PBPP3: beta(1, 1)",a0,0.6758,0.6789,0.127,0.1279,0.4619,0.8774,0.9999,1074,835
S3,2,"PBPP3: beta(1, 1)",sigma,1.112,1.1053,0.0691,0.0665,1.0059,1.23,1.0005,1239,1324
S3,2,"PBPP3: beta(1, 1)",beta00,100.181,100.1835,0.4927,0.4633,99.3856,100.9772,1.0033,553,788
S3,2,"PBPP3: beta(1, 1)",sigma_b0,1.5772,1.5114,0.4362,0.4126,0.9816,2.3675,1.0014,600,854
S3,2,"PBPP3: beta(1, 1)",beta0,100.0313,100.02,0.3825,0.3632,99.4246,100.6423,1.0054,611,736
S3,2,"PBPP3: beta(1, 1)",sigma_b,1.161,1.0928,0.3513,0.2919,0.7274,1.8149,1.0002,657,758
S3,2,"PBPP3: beta(5, 5)",a0,0.6058,0.6067,0.1032,0.1026,0.4255,0.7654,0.9998,1442,1214
S3,2,"PBPP3: beta(5, 5)",sigma,1.122,1.1168,0.0726,0.0724,1.0133,1.2494,1.0006,1457,1394
S3,2,"PBPP3: beta(5, 5)",beta00,100.1661,100.174,0.4994,0.4805,99.3618,100.9303,1.0023,509,722
S3,2,"PBPP3: beta(5, 5)",sigma_b0,1.5346,1.4669,0.4444,0.3731,0.9733,2.3547,1.0007,620,1066
S3,2,"PBPP3: beta(5, 5)",beta0,100.0243,100.012,0.3831,0.3523,99.4179,100.673,1.0041,507,711
S3,2,"PBPP3: beta(5, 5)",sigma_b,1.1485,1.0946,0.3336,0.2967,0.7089,1.751,1.0051,504,868
S3,2,"PBPP3: beta(10, 10)",a0,0.5742,0.5768,0.0864,0.0851,0.4241,0.7114,1.0003,1658,1334
S3,2,"PBPP3: beta(10, 10)",sigma,1.1289,1.1243,0.0712,0.0711,1.0187,1.255,0.9999,1548,1378
S3,2,"PBPP3: beta(10, 10)",beta00,100.1868,100.1825,0.5163,0.4885,99.3747,101.0381,1.0039,553,878
S3,2,"PBPP3: beta(10, 10)",sigma_b0,1.5507,1.4828,0.4488,0.3942,0.9715,2.3816,1.0024,575,891
S3,2,"PBPP3: beta(10, 10)",beta0,100.0246,100.019,0.3875,0.3778,99.4132,100.6471,1.0044,546,986
S3,2,"PBPP3: beta(10, 10)",sigma_b,1.1552,1.0939,0.3485,0.2848,0.7297,1.736,1.0008,610,1048
S3,2,"PBPP3: beta(50, 20)",a0,0.7093,0.7128,0.0501,0.0504,0.6245,0.7866,1.0009,1389,1109
S3,2,"PBPP3: beta(50, 20)",sigma,1.1051,1.1015,0.0652,0.0658,1.006,1.2142,0.9997,1722,1607
S3,2,"PBPP3: beta(50, 20)",beta00,100.1858,100.1825,0.5039,0.4798,99.3682,101.007,1.0031,542,734
S3,2,"PBPP3: beta(50, 20)",sigma_b0,1.5745,1.5082,0.4292,0.3799,1.0148,2.3789,1.001,604,919
S3,2,"PBPP3: beta(50, 20)",beta0,100.0214,100.002,0.4144,0.3732,99.3923,100.701,1.0033,426,576
S3,2,"PBPP3: beta(50, 20)",sigma_b,1.1651,1.1111,0.3497,0.2903,0.7207,1.8469,1.0007,603,768
S3,3,"PBPP3: beta(1, 1)",a0,0.7401,0.7536,0.1356,0.1352,0.4909,0.9462,1.0003,1338,900
S3,3,"PBPP3: beta(1, 1)",sigma,1.1151,1.1118,0.0658,0.0639,1.0116,1.2268,0.9996,1519,1299
S3,3,"PBPP3: beta(1, 1)",beta00,99.9241,99.9274,0.4129,0.3909,99.2499,100.5701,1.0045,522,828
S3,3,"PBPP3: beta(1, 1)",sigma_b0,1.2104,1.144,0.377,0.3315,0.7272,1.8634,1.005,452,887
S3,3,"PBPP3: beta(1, 1)",beta0,100.744,100.73,0.5887,0.5189,99.7848,101.7021,1.0025,508,624
S3,3,"PBPP3: beta(1, 1)",sigma_b,1.8212,1.7376,0.48,0.4209,1.1977,2.7403,1.0005,480,663
S3,3,"PBPP3: beta(5, 5)",a0,0.6363,0.6412,0.1007,0.0993,0.4666,0.7934,1.0014,1555,1165
S3,3,"PBPP3: beta(5, 5)",sigma,1.1207,1.1176,0.0678,0.0662,1.0151,1.2324,1.0025,1053,1232
S3,3,"PBPP3: beta(5, 5)",beta00,99.9526,99.9356,0.4376,0.3824,99.2528,100.6662,1.0015,709,667
S3,3,"PBPP3: beta(5, 5)",sigma_b0,1.2168,1.1485,0.3859,0.3334,0.7325,1.901,1.0034,464,588
S3,3,"PBPP3: beta(5, 5)",beta0,100.7569,100.772,0.5903,0.5493,99.7521,101.6822,1.0026,506,764
S3,3,"PBPP3: beta(5, 5)",sigma_b,1.854,1.7744,0.4976,0.4486,1.1981,2.761,1.0062,537,952
S3,3,"PBPP3: beta(10, 10)",a0,0.5939,0.5947,0.0864,0.0879,0.4515,0.7318,1.0006,1571,1290
S3,3,"PBPP3: beta(10, 10)",sigma,1.1266,1.1222,0.0709,0.0737,1.0175,1.2521,0.9996,1802,1487
S3,3,"PBPP3: beta(10, 10)",beta00,99.9486,99.9514,0.4093,0.3759,99.2596,100.5971,1.0044,679,990
S3,3,"PBPP3: beta(10, 10)",sigma_b0,1.1685,1.1082,0.3636,0.3197,0.7091,1.852,1.0012,659,822
S3,3,"PBPP3: beta(10, 10)",beta0,100.757,100.7595,0.6011,0.5641,99.7913,101.7042,1.006,527,747
S3,3,"PBPP3: beta(10, 10)",sigma_b,1.835,1.7549,0.482,0.4381,1.2083,2.7297,1.0039,485,1012
S3,3,"PBPP3: beta(50, 20)",a0,0.7221,0.7244,0.0513,0.0503,0.6361,0.8031,0.9997,1589,1360
S3,3,"PBPP3: beta(50, 20)",sigma,1.1149,1.1092,0.065,0.0625,1.0121,1.2258,0.9998,1789,1306
S3,3,"PBPP3: beta(50, 20)",beta00,99.9404,99.9437,0.4451,0.4009,99.2326,100.6352,1.0027,523,512
S3,3,"PBPP3: beta(50, 20)",sigma_b0,1.2471,1.1757,0.4016,0.3414,0.7527,2.0049,1.0103,479,798
S3,3,"PBPP3: beta(50, 20)",beta0,100.8008,100.806,0.5828,0.5263,99.8215,101.7891,1.0156,311,739
S3,3,"PBPP3: beta(50, 20)",sigma_b,1.8259,1.7467,0.4845,0.4165,1.1944,2.6769,1.0057,540,1054
S3,4,"PBPP3: beta(1, 1)",a0,0.7394,0.7407,0.1306,0.1378,0.5164,0.9451,1.0002,1197,860
S3,4,"PBPP3: beta(1, 1)",sigma,1.0629,1.0593,0.0616,0.0597,0.9684,1.1728,1.0011,1538,1340
S3,4,"PBPP3: beta(1, 1)",beta00,101.1084,101.114,0.4873,0.4685,100.3,101.9041,1.0025,454,731
S3,4,"PBPP3: beta(1, 1)",sigma_b0,1.4784,1.3867,0.455,0.3909,0.9441,2.3349,1.0007,555,766
S3,4,"PBPP3: beta(1, 1)",beta0,100.92,100.919,0.4588,0.4174,100.1675,101.679,1.0015,437,519
S3,4,"PBPP3: beta(1, 1)",sigma_b,1.4574,1.3973,0.3792,0.3409,0.9647,2.1636,1.0031,491,772
S3,4,"PBPP3: beta(5, 5)",a0,0.6434,0.6469,0.0974,0.0975,0.4795,0.7967,1.0021,1505,1289
S3,4,"PBPP3: beta(5, 5)",sigma,1.0694,1.0651,0.0629,0.063,0.9731,1.1744,1.0037,1462,1296
S3,4,"PBPP3: beta(5, 5)",beta00,101.0393,101.056,0.4972,0.467,100.2008,101.83,1.005,532,735
S3,4,"PBPP3: beta(5, 5)",sigma_b0,1.4679,1.3908,0.4365,0.3724,0.9189,2.3081,1.0065,384,597
S3,4,"PBPP3: beta(5, 5)",beta0,100.9014,100.8905,0.5016,0.4544,100.092,101.7031,1.001,509,741
S3,4,"PBPP3: beta(5, 5)",sigma_b,1.4735,1.404,0.3973,0.3455,0.9621,2.238,1.0061,477,1010
S3,4,"PBPP3: beta(10, 10)",a0,0.6028,0.6058,0.0847,0.0871,0.4603,0.7363,1.003,1260,1415
S3,4,"PBPP3: beta(10, 10)",sigma,1.0693,1.0667,0.0616,0.0609,0.9706,1.1771,1.0012,1456,1517
S3,4,"PBPP3: beta(10, 10)",beta00,101.0181,101.034,0.4937,0.4581,100.2048,101.8241,1,479,784
S3,4,"PBPP3: beta(10, 10)",sigma_b0,1.4575,1.3806,0.4314,0.3717,0.9212,2.2692,1.0003,536,1044
S3,4,"PBPP3: beta(10, 10)",beta0,100.914,100.9155,0.492,0.4403,100.122,101.6691,1.0014,516,740
S3,4,"PBPP3: beta(10, 10)",sigma_b,1.4801,1.4065,0.4081,0.3626,0.9541,2.2316,1.0001,474,857
S3,4,"PBPP3: beta(50, 20)",a0,0.7219,0.7242,0.0492,0.0495,0.6396,0.8018,1.003,1761,1424
S3,4,"PBPP3: beta(50, 20)",sigma,1.0623,1.0579,0.0608,0.0598,0.9705,1.169,1.0018,1237,1305
S3,4,"PBPP3: beta(50, 20)",beta00,101.0589,101.066,0.4995,0.4744,100.261,101.8551,1.0119,460,789
S3,4,"PBPP3: beta(50, 20)",sigma_b0,1.5001,1.4329,0.4281,0.3604,0.9493,2.2949,1.0011,611,1182
S3,4,"PBPP3: beta(50, 20)",beta0,100.9331,100.9215,0.4917,0.47,100.117,101.723,1.0102,439,842
S3,4,"PBPP3: beta(50, 20)",sigma_b,1.4666,1.41,0.4003,0.3671,0.9394,2.2045,1.001,545,753
S3,5,"PBPP3: beta(1, 1)",a0,0.7003,0.7097,0.1511,0.145,0.4463,0.9253,0.9997,697,462
S3,5,"PBPP3: beta(1, 1)",sigma,1.1142,1.1098,0.0697,0.0701,1.0102,1.2325,0.9995,1229,1244
S3,5,"PBPP3: beta(1, 1)",beta00,99.564,99.5572,0.3831,0.3425,98.9706,100.188,1.0022,525,661
S3,5,"PBPP3: beta(1, 1)",sigma_b0,1.1411,1.079,0.3576,0.3,0.6815,1.7764,1.0035,451,689
S3,5,"PBPP3: beta(1, 1)",beta0,99.9018,99.8916,0.4129,0.3899,99.263,100.573,1.0011,507,907
S3,5,"PBPP3: beta(1, 1)",sigma_b,1.322,1.2483,0.3947,0.3372,0.841,2.0663,1.0022,525,1068
S3,5,"PBPP3: beta(5, 5)",a0,0.6203,0.6267,0.1025,0.1047,0.4368,0.779,0.9992,1489,1532
S3,5,"PBPP3: beta(5, 5)",sigma,1.1221,1.1191,0.0679,0.069,1.0196,1.245,1.0009,1591,1550
S3,5,"PBPP3: beta(5, 5)",beta00,99.5395,99.5304,0.4128,0.3646,98.8679,100.217,1.0029,580,753
S3,5,"PBPP3: beta(5, 5)",sigma_b0,1.1457,1.0886,0.3699,0.3271,0.6638,1.8186,1.007,521,1009
S3,5,"PBPP3: beta(5, 5)",beta0,99.9072,99.9057,0.4504,0.4147,99.1957,100.6641,1.004,516,602
S3,5,"PBPP3: beta(5, 5)",sigma_b,1.337,1.2672,0.4041,0.3487,0.8334,2.1047,1.0003,453,704
S3,5,"PBPP3: beta(10, 10)",a0,0.5795,0.5838,0.0863,0.0819,0.4347,0.7169,1.0007,1769,1390
S3,5,"PBPP3: beta(10, 10)",sigma,1.1272,1.125,0.0714,0.0692,1.0148,1.2514,1.0018,1338,1418
S3,5,"PBPP3: beta(10, 10)",beta00,99.5601,99.5616,0.4013,0.3708,98.9124,100.196,1.0028,641,1071
S3,5,"PBPP3: beta(10, 10)",sigma_b0,1.1381,1.0865,0.3644,0.3077,0.6808,1.7753,1.0004,680,1032
S3,5,"PBPP3: beta(10, 10)",beta0,99.9045,99.9195,0.4286,0.3877,99.1926,100.5961,1.006,511,637
S3,5,"PBPP3: beta(10, 10)",sigma_b,1.305,1.2374,0.398,0.3385,0.8139,2.0159,0.9995,563,891
S3,5,"PBPP3: beta(50, 20)",a0,0.7151,0.7167,0.0499,0.0495,0.6276,0.7945,1.0017,1687,1625
S3,5,"PBPP3: beta(50, 20)",sigma,1.1098,1.107,0.0624,0.0614,1.0154,1.219,0.9999,1366,1304
S3,5,"PBPP3: beta(50, 20)",beta00,99.5336,99.5286,0.4003,0.3682,98.8826,100.2031,1.0112,512,636
S3,5,"PBPP3: beta(50, 20)",sigma_b0,1.1598,1.1018,0.3557,0.2982,0.7247,1.7556,1.0024,575,1004
S3,5,"PBPP3: beta(50, 20)",beta0,99.8659,99.8732,0.4166,0.3919,99.1751,100.551,1.0052,575,788
S3,5,"PBPP3: beta(50, 20)",sigma_b,1.2878,1.2112,0.3803,0.3114,0.8097,1.9667,1.0019,558,885
S3,6,"PBPP3: beta(1, 1)",a0,0.6349,0.6412,0.1376,0.1322,0.4059,0.8577,0.9994,979,1024
S3,6,"PBPP3: beta(1, 1)",sigma,1.1161,1.1114,0.0735,0.0738,1.0065,1.2442,1.0122,900,1175
S3,6,"PBPP3: beta(1, 1)",beta00,100.3796,100.3755,0.4922,0.4566,99.5949,101.204,1.0054,452,731
S3,6,"PBPP3: beta(1, 1)",sigma_b0,1.5219,1.4539,0.4333,0.3785,0.9558,2.3031,1.0002,543,885
S3,6,"PBPP3: beta(1, 1)",beta0,100.1897,100.1515,0.6253,0.5813,99.2593,101.2493,1.0002,486,670
S3,6,"PBPP3: beta(1, 1)",sigma_b,1.7989,1.7082,0.4909,0.4162,1.1878,2.7335,1.0019,469,1057
S3,6,"PBPP3: beta(5, 5)",a0,0.5803,0.5848,0.0998,0.0984,0.4049,0.7339,1.0023,1463,1121
S3,6,"PBPP3: beta(5, 5)",sigma,1.1232,1.1183,0.0726,0.0696,1.0135,1.2497,1.0004,1298,1165
S3,6,"PBPP3: beta(5, 5)",beta00,100.3683,100.3875,0.4893,0.4529,99.5369,101.1601,1.0038,476,641
S3,6,"PBPP3: beta(5, 5)",sigma_b0,1.4754,1.4017,0.4388,0.3606,0.9149,2.3077,1.0086,529,807
S3,6,"PBPP3: beta(5, 5)",beta0,100.1808,100.172,0.5824,0.5575,99.2544,101.13,1.0029,538,802
S3,6,"PBPP3: beta(5, 5)",sigma_b,1.8186,1.7345,0.5078,0.4426,1.182,2.6903,1.0023,450,825
S3,6,"PBPP3: beta(10, 10)",a0,0.5583,0.559,0.0849,0.0831,0.4195,0.6989,1,1415,1201
S3,6,"PBPP3: beta(10, 10)",sigma,1.1253,1.1225,0.0707,0.0718,1.0135,1.2425,0.9996,1532,1339
S3,6,"PBPP3: beta(10, 10)",beta00,100.3236,100.3315,0.5002,0.4722,99.5215,101.1122,1.0005,551,887
S3,6,"PBPP3: beta(10, 10)",sigma_b0,1.471,1.4078,0.4201,0.3822,0.9047,2.2588,1.002,636,1200
S3,6,"PBPP3: beta(10, 10)",beta0,100.1483,100.1415,0.6049,0.5243,99.1792,101.1731,1.0029,480,784
S3,6,"PBPP3: beta(10, 10)",sigma_b,1.8412,1.758,0.4923,0.4189,1.2074,2.7458,1.0005,399,804
S3,6,"PBPP3: beta(50, 20)",a0,0.7045,0.7061,0.0512,0.0533,0.6203,0.7861,1.0021,1566,1195
S3,6,"PBPP3: beta(50, 20)",sigma,1.0965,1.0918,0.0624,0.0614,1.0034,1.2075,1.0014,1494,1388
S3,6,"PBPP3: beta(50, 20)",beta00,100.327,100.3395,0.4622,0.4248,99.5442,101.08,0.9995,623,772
S3,6,"PBPP3: beta(50, 20)",sigma_b0,1.4929,1.4226,0.4143,0.3415,0.9673,2.2303,1.0035,685,1098
S3,6,"PBPP3: beta(50, 20)",beta0,100.1675,100.1685,0.5853,0.5844,99.2273,101.16,1.0034,334,731
S3,6,"PBPP3: beta(50, 20)",sigma_b,1.8456,1.7551,0.5143,0.4482,1.1794,2.8046,1.0106,374,707
S3,7,"PBPP3: beta(1, 1)",a0,0.7526,0.7566,0.1226,0.1214,0.5429,0.9487,1.0014,1306,752
S3,7,"PBPP3: beta(1, 1)",sigma,0.9952,0.9927,0.0571,0.0594,0.9081,1.0954,1.0007,1257,1274
S3,7,"PBPP3: beta(1, 1)",beta00,99.7122,99.7085,0.4887,0.4366,98.9468,100.5101,1.0011,605,708
S3,7,"PBPP3: beta(1, 1)",sigma_b0,1.5561,1.4705,0.4506,0.3962,0.9898,2.3449,1.0061,556,883
S3,7,"PBPP3: beta(1, 1)",beta0,100.4382,100.4155,0.4807,0.4396,99.6723,101.228,1.002,569,742
S3,7,"PBPP3: beta(1, 1)",sigma_b,1.43,1.3739,0.3887,0.3505,0.9186,2.1278,1.0028,418,761
S3,7,"PBPP3: beta(5, 5)",a0,0.6534,0.657,0.0881,0.0913,0.4991,0.7897,1.0009,1379,1374
S3,7,"PBPP3: beta(5, 5)",sigma,1.0039,1.0022,0.0584,0.0584,0.9126,1.1057,1.0026,1425,1351
S3,7,"PBPP3: beta(5, 5)",beta00,99.7006,99.7013,0.4684,0.428,98.9049,100.466,1.001,508,839
S3,7,"PBPP3: beta(5, 5)",sigma_b0,1.4992,1.4333,0.3961,0.3431,0.9948,2.2259,1.0006,647,1110
S3,7,"PBPP3: beta(5, 5)",beta0,100.4373,100.4345,0.4696,0.4485,99.68,101.192,1.0039,398,562
S3,7,"PBPP3: beta(5, 5)",sigma_b,1.4147,1.3532,0.3689,0.3349,0.9234,2.1223,1.001,619,1008
S3,7,"PBPP3: beta(10, 10)",a0,0.6088,0.6119,0.0857,0.0851,0.4645,0.7456,0.9996,1264,1118
S3,7,"PBPP3: beta(10, 10)",sigma,1.0062,1.0046,0.0624,0.0648,0.9071,1.1121,1.0029,1268,1231
S3,7,"PBPP3: beta(10, 10)",beta00,99.6969,99.6962,0.4837,0.4641,98.8934,100.4654,1.0012,479,941
S3,7,"PBPP3: beta(10, 10)",sigma_b0,1.5191,1.4301,0.4438,0.3731,0.9776,2.3776,1.0039,522,1023
S3,7,"PBPP3: beta(10, 10)",beta0,100.4334,100.4345,0.4702,0.4307,99.656,101.2253,1.0064,486,829
S3,7,"PBPP3: beta(10, 10)",sigma_b,1.4602,1.3785,0.4369,0.362,0.9307,2.2869,1.0016,577,927
S3,7,"PBPP3: beta(50, 20)",a0,0.7226,0.7239,0.0489,0.0476,0.6418,0.8004,1.0015,1622,1071
S3,7,"PBPP3: beta(50, 20)",sigma,0.9979,0.9948,0.0588,0.058,0.9046,1.0997,1.0026,1441,1424
S3,7,"PBPP3: beta(50, 20)",beta00,99.6819,99.6771,0.5291,0.482,98.796,100.543,1.0011,491,640
S3,7,"PBPP3: beta(50, 20)",sigma_b0,1.5229,1.4592,0.4342,0.3963,0.9536,2.3282,1.0067,478,799
S3,7,"PBPP3: beta(50, 20)",beta0,100.4029,100.415,0.479,0.4396,99.6278,101.131,1.0025,530,814
S3,7,"PBPP3: beta(50, 20)",sigma_b,1.4557,1.3842,0.4139,0.3627,0.9449,2.2555,1.0008,529,1127
S3,8,"PBPP3: beta(1, 1)",a0,0.7204,0.7274,0.1351,0.1357,0.4959,0.9243,1.0008,994,855
S3,8,"PBPP3: beta(1, 1)",sigma,1.0793,1.0755,0.0639,0.0619,0.9814,1.1886,1.0002,1597,1033
S3,8,"PBPP3: beta(1, 1)",beta00,99.8116,99.8135,0.4079,0.3788,99.1411,100.466,1.0007,524,906
S3,8,"PBPP3: beta(1, 1)",sigma_b0,1.1594,1.1008,0.3716,0.3027,0.6859,1.8486,1,468,905
S3,8,"PBPP3: beta(1, 1)",beta0,100.3402,100.3585,0.5356,0.4841,99.4267,101.2162,1.0017,523,619
S3,8,"PBPP3: beta(1, 1)",sigma_b,1.7248,1.6465,0.4731,0.4164,1.1222,2.5844,1.0013,618,917
S3,8,"PBPP3: beta(5, 5)",a0,0.6359,0.64,0.1064,0.106,0.4461,0.8052,1.0005,1224,1076
S3,8,"PBPP3: beta(5, 5)",sigma,1.0871,1.0853,0.0665,0.0663,0.9829,1.1976,1.0037,1607,1214
S3,8,"PBPP3: beta(5, 5)",beta00,99.8613,99.8538,0.383,0.3575,99.2784,100.4811,1.0001,648,917
S3,8,"PBPP3: beta(5, 5)",sigma_b0,1.1224,1.0681,0.3488,0.3105,0.6535,1.7491,1.0048,527,812
S3,8,"PBPP3: beta(5, 5)",beta0,100.312,100.317,0.5708,0.5145,99.4066,101.2362,1,414,597
S3,8,"PBPP3: beta(5, 5)",sigma_b,1.6902,1.6064,0.4649,0.4034,1.1128,2.5591,1.004,490,843
S3,8,"PBPP3: beta(10, 10)",a0,0.59,0.5955,0.0893,0.0907,0.4415,0.7261,0.9997,1793,1558
S3,8,"PBPP3: beta(10, 10)",sigma,1.0924,1.0881,0.0685,0.0661,0.9869,1.2094,1.0014,1527,1333
S3,8,"PBPP3: beta(10, 10)",beta00,99.7992,99.7941,0.377,0.3477,99.2142,100.41,1.0056,575,809
S3,8,"PBPP3: beta(10, 10)",sigma_b0,1.1003,1.0405,0.3541,0.3146,0.6482,1.7587,1.0003,518,955
S3,8,"PBPP3: beta(10, 10)",beta0,100.3705,100.3715,0.5511,0.5211,99.4496,101.2732,1.0029,368,582
S3,8,"PBPP3: beta(10, 10)",sigma_b,1.7013,1.6162,0.4737,0.4122,1.1145,2.5968,1.0007,514,954
S3,8,"PBPP3: beta(50, 20)",a0,0.7188,0.7189,0.0479,0.0491,0.6386,0.7968,1.0027,1395,949
S3,8,"PBPP3: beta(50, 20)",sigma,1.082,1.081,0.063,0.0626,0.9818,1.1909,1.0012,1592,1205
S3,8,"PBPP3: beta(50, 20)",beta00,99.8199,99.8118,0.4011,0.3491,99.1932,100.485,1.001,657,779
S3,8,"PBPP3: beta(50, 20)",sigma_b0,1.1587,1.0903,0.3733,0.3325,0.6875,1.84,1.0014,475,831
S3,8,"PBPP3: beta(50, 20)",beta0,100.3015,100.3075,0.5161,0.4822,99.454,101.1561,1.0083,620,821
S3,8,"PBPP3: beta(50, 20)",sigma_b,1.6992,1.6285,0.4517,0.3998,1.1072,2.5634,1.0027,524,1106
S3,9,"PBPP3: beta(1, 1)",a0,0.6616,0.671,0.1431,0.1355,0.4352,0.8651,1.0049,495,338
S3,9,"PBPP3: beta(1, 1)",sigma,1.2434,1.2355,0.0757,0.0741,1.133,1.376,1.0068,770,839
S3,9,"PBPP3: beta(1, 1)",beta00,100.8231,100.84,0.5793,0.5397,99.8806,101.7085,1.0027,465,677
S3,9,"PBPP3: beta(1, 1)",sigma_b0,1.7431,1.664,0.4919,0.4129,1.1056,2.6367,1.0008,517,467
S3,9,"PBPP3: beta(1, 1)",beta0,100.5917,100.594,0.4441,0.4025,99.8487,101.31,1.0063,530,682
S3,9,"PBPP3: beta(1, 1)",sigma_b,1.4229,1.3453,0.4084,0.3537,0.8935,2.1876,1.0066,637,1039
S3,9,"PBPP3: beta(5, 5)",a0,0.5981,0.6007,0.1016,0.1018,0.4274,0.7636,1.0017,1432,1214
S3,9,"PBPP3: beta(5, 5)",sigma,1.2575,1.2527,0.0788,0.0781,1.1378,1.3959,1.0012,1389,1448
S3,9,"PBPP3: beta(5, 5)",beta00,100.8262,100.8275,0.5328,0.4937,99.9884,101.7241,1,524,850
S3,9,"PBPP3: beta(5, 5)",sigma_b0,1.7198,1.6209,0.5073,0.4327,1.0598,2.6743,1.0068,474,765
S3,9,"PBPP3: beta(5, 5)",beta0,100.6015,100.5895,0.4623,0.4426,99.8831,101.3492,1.001,506,797
S3,9,"PBPP3: beta(5, 5)",sigma_b,1.3671,1.3103,0.3756,0.3504,0.8567,2.0685,1.0023,499,732
S3,9,"PBPP3: beta(10, 10)",a0,0.5683,0.5695,0.0913,0.0917,0.4145,0.7133,1.0002,1116,985
S3,9,"PBPP3: beta(10, 10)",sigma,1.2591,1.2522,0.0806,0.0767,1.1375,1.3983,1.0011,1189,1400
S3,9,"PBPP3: beta(10, 10)",beta00,100.7916,100.793,0.5533,0.4996,99.9233,101.6694,1,513,847
S3,9,"PBPP3: beta(10, 10)",sigma_b0,1.7278,1.6541,0.4923,0.4615,1.0749,2.6068,1.0003,534,925
S3,9,"PBPP3: beta(10, 10)",beta0,100.615,100.606,0.4678,0.4203,99.8738,101.4222,1.005,395,748
S3,9,"PBPP3: beta(10, 10)",sigma_b,1.3955,1.3299,0.3959,0.351,0.8843,2.125,1.0012,512,1019
S3,9,"PBPP3: beta(50, 20)",a0,0.7086,0.7119,0.0518,0.053,0.6202,0.7886,0.9997,1369,1269
S3,9,"PBPP3: beta(50, 20)",sigma,1.2298,1.2266,0.0722,0.0697,1.1193,1.3528,1.0002,1548,1147
S3,9,"PBPP3: beta(50, 20)",beta00,100.8207,100.8195,0.5466,0.5137,99.9329,101.6831,1.0029,473,704
S3,9,"PBPP3: beta(50, 20)",sigma_b0,1.7228,1.6408,0.5001,0.4119,1.0891,2.6644,1.0007,648,718
S3,9,"PBPP3: beta(50, 20)",beta0,100.5876,100.5935,0.4783,0.4322,99.8191,101.38,1.0008,537,830
