name,run,scenario,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
S5,2,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0018,1781,946
S5,2,"PBPP3: beta(1, 1)",sigma,0.2035,0.2022,0.016,0.0152,0.179,0.2323,0.9998,2379,1331
S5,2,"PBPP3: beta(1, 1)",beta00,99.868,99.8264,2.5502,2.0787,95.9062,103.9422,0.9998,2794,1032
S5,2,"PBPP3: beta(1, 1)",sigma_b0,1.9252,1.4323,1.8235,1.3249,0.1344,5.3216,1.0004,2082,1110
S5,2,"PBPP3: beta(1, 1)",beta0,100.399,100.4085,0.4652,0.4188,99.6385,101.1462,1.0046,309,503
S5,2,"PBPP3: beta(1, 1)",sigma_b,1.5199,1.4315,0.3932,0.3305,1.0249,2.2596,1.0101,409,1066
S5,2,"PBPP3: beta(5, 5)",a0,3e-04,2e-04,1e-04,1e-04,1e-04,5e-04,0.9992,2584,1244
S5,2,"PBPP3: beta(5, 5)",sigma,0.2144,0.2133,0.0173,0.0163,0.1885,0.2458,1.0021,2459,1287
S5,2,"PBPP3: beta(5, 5)",beta00,99.5179,99.5224,1.2916,1.2506,97.4415,101.7004,1.001,3087,1505
S5,2,"PBPP3: beta(5, 5)",sigma_b0,1.1234,0.9095,0.9188,0.8337,0.0716,2.8483,1.0008,1337,820
S5,2,"PBPP3: beta(5, 5)",beta0,100.3672,100.3525,0.4902,0.4633,99.6048,101.1563,1.0022,370,623
S5,2,"PBPP3: beta(5, 5)",sigma_b,1.5489,1.4713,0.4131,0.3476,1.0228,2.3044,1.0019,541,969
S5,2,"PBPP3: beta(10, 10)",a0,6e-04,6e-04,2e-04,2e-04,3e-04,0.001,0.9991,2309,1694
S5,2,"PBPP3: beta(10, 10)",sigma,0.2294,0.2283,0.0201,0.0203,0.1996,0.2653,1.0001,2146,1612
S5,2,"PBPP3: beta(10, 10)",beta00,99.3802,99.3788,0.9125,0.895,97.8795,100.886,1,2669,1373
S5,2,"PBPP3: beta(10, 10)",sigma_b0,0.8785,0.7285,0.6839,0.6456,0.0679,2.1748,1.0046,1306,749
S5,2,"PBPP3: beta(10, 10)",beta0,100.3983,100.3955,0.4586,0.4262,99.644,101.139,1.0075,265,752
S5,2,"PBPP3: beta(10, 10)",sigma_b,1.5247,1.4508,0.4037,0.3478,1.0237,2.2807,1.0007,722,1209
S5,2,"PBPP3: beta(50, 20)",a0,0.6386,0.6399,0.0658,0.065,0.5259,0.7462,1.0038,1511,1388
S5,2,"PBPP3: beta(50, 20)",sigma,2.5901,2.5852,0.1682,0.1603,2.3246,2.8773,1.0037,1237,1241
S5,2,"PBPP3: beta(50, 20)",beta00,99.3135,99.3211,0.4348,0.3942,98.5952,100.0181,1.0002,2009,1525
S5,2,"PBPP3: beta(50, 20)",sigma_b0,0.7784,0.7077,0.5016,0.5022,0.0948,1.6612,1.0048,646,1060
S5,2,"PBPP3: beta(50, 20)",beta0,100.39,100.398,0.4891,0.4374,99.5909,101.1684,1.0028,919,945
S5,2,"PBPP3: beta(50, 20)",sigma_b,1.2006,1.1652,0.4864,0.4322,0.4828,2.0757,0.9999,600,511
S5,3,"PBPP3: beta(1, 1)",a0,0,0,1e-04,0,0,1e-04,0.9995,1994,1148
S5,3,"PBPP3: beta(1, 1)",sigma,0.2159,0.2148,0.0169,0.0164,0.19,0.2458,1.0038,2753,1491
S5,3,"PBPP3: beta(1, 1)",beta00,99.8127,99.84,2.3648,2.0475,96.1551,103.727,1.0027,1489,903
S5,3,"PBPP3: beta(1, 1)",sigma_b0,1.8618,1.4275,1.7385,1.3189,0.1139,5.074,1.001,1599,874
S5,3,"PBPP3: beta(1, 1)",beta0,99.9472,99.9662,0.5082,0.4708,99.0562,100.7592,1.0029,282,538
S5,3,"PBPP3: beta(1, 1)",sigma_b,1.6582,1.5768,0.4146,0.3634,1.1289,2.449,1.0032,538,917
S5,3,"PBPP3: beta(5, 5)",a0,3e-04,3e-04,2e-04,1e-04,1e-04,6e-04,1.0013,2358,1462
S5,3,"PBPP3: beta(5, 5)",sigma,0.2264,0.2253,0.0187,0.0184,0.1986,0.2592,0.9997,2619,1507
S5,3,"PBPP3: beta(5, 5)",beta00,99.6391,99.6595,1.2768,1.1646,97.5401,101.795,0.9996,2632,1207
S5,3,"PBPP3: beta(5, 5)",sigma_b0,1.1489,0.9502,0.9145,0.8186,0.1122,2.9548,1.0022,1162,1075
S5,3,"PBPP3: beta(5, 5)",beta0,99.9382,99.9414,0.5104,0.4579,99.1125,100.7602,1.0048,322,623
S5,3,"PBPP3: beta(5, 5)",sigma_b,1.652,1.5653,0.4557,0.381,1.118,2.4857,1.0011,831,1224
S5,3,"PBPP3: beta(10, 10)",a0,8e-04,8e-04,3e-04,3e-04,4e-04,0.0014,1.0012,2148,1482
S5,3,"PBPP3: beta(10, 10)",sigma,0.2432,0.2412,0.0209,0.0197,0.2118,0.2809,1.0008,1805,1715
S5,3,"PBPP3: beta(10, 10)",beta00,99.5392,99.5488,0.9121,0.8713,98.031,101.026,1.0005,2425,1390
S5,3,"PBPP3: beta(10, 10)",sigma_b0,0.99,0.8124,0.775,0.7074,0.0713,2.4528,1.0006,1111,792
S5,3,"PBPP3: beta(10, 10)",beta0,99.9468,99.9472,0.523,0.4919,99.0986,100.7922,1.0108,378,770
S5,3,"PBPP3: beta(10, 10)",sigma_b,1.6568,1.5762,0.448,0.3813,1.1084,2.4778,1.0017,708,1003
S5,3,"PBPP3: beta(50, 20)",a0,0.6604,0.6634,0.0601,0.0585,0.5553,0.7562,1.0007,2430,1613
S5,3,"PBPP3: beta(50, 20)",sigma,2.2376,2.2337,0.1457,0.1409,2.0086,2.483,1.0001,1985,1453
S5,3,"PBPP3: beta(50, 20)",beta00,99.5371,99.5354,0.6525,0.5945,98.4906,100.5462,1.0026,719,1201
S5,3,"PBPP3: beta(50, 20)",sigma_b0,1.9932,1.9084,0.6178,0.5409,1.1628,3.1654,1.0006,729,1191
S5,3,"PBPP3: beta(50, 20)",beta0,99.9327,99.9302,0.5146,0.503,99.0985,100.774,1.0055,819,1186
S5,3,"PBPP3: beta(50, 20)",sigma_b,1.4786,1.4368,0.4554,0.4069,0.8408,2.2967,1.0088,724,1367
S5,4,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,0.9999,1902,950
S5,4,"PBPP3: beta(1, 1)",sigma,0.1772,0.1762,0.0133,0.0133,0.1575,0.2004,1.0026,3287,1382
S5,4,"PBPP3: beta(1, 1)",beta00,100.1631,100.191,2.8225,2.0489,95.8907,104.1242,1.002,2216,1105
S5,4,"PBPP3: beta(1, 1)",sigma_b0,1.8579,1.4023,1.6526,1.2788,0.1339,4.9688,0.9995,1729,881
S5,4,"PBPP3: beta(1, 1)",beta0,99.3132,99.317,0.3901,0.3635,98.6795,99.9262,1.0002,265,544
S5,4,"PBPP3: beta(1, 1)",sigma_b,1.2117,1.1481,0.3236,0.2614,0.8003,1.7999,1.0009,677,1060
S5,4,"PBPP3: beta(5, 5)",a0,2e-04,2e-04,1e-04,1e-04,1e-04,4e-04,1.0003,2255,1437
S5,4,"PBPP3: beta(5, 5)",sigma,0.1862,0.1855,0.0149,0.015,0.1638,0.212,1.0031,2200,1448
S5,4,"PBPP3: beta(5, 5)",beta00,100.3883,100.343,1.314,1.2157,98.2691,102.5461,1,2607,1302
S5,4,"PBPP3: beta(5, 5)",sigma_b0,1.2192,1.005,0.9805,0.8546,0.1095,3.0887,1.0022,1442,944
S5,4,"PBPP3: beta(5, 5)",beta0,99.2981,99.3022,0.398,0.3721,98.6793,99.9369,1.0052,317,419
S5,4,"PBPP3: beta(5, 5)",sigma_b,1.1909,1.1336,0.321,0.266,0.7975,1.7657,1.0014,475,889
S5,4,"PBPP3: beta(10, 10)",a0,5e-04,5e-04,2e-04,2e-04,2e-04,9e-04,1.0019,1851,1268
S5,4,"PBPP3: beta(10, 10)",sigma,0.2001,0.1986,0.0179,0.018,0.1734,0.2319,0.9994,2165,1270
S5,4,"PBPP3: beta(10, 10)",beta00,100.4564,100.464,0.9193,0.8889,98.9545,101.9441,0.9994,2869,1561
S5,4,"PBPP3: beta(10, 10)",sigma_b0,1.0336,0.8309,0.8311,0.7404,0.086,2.6789,1.0003,1188,1235
S5,4,"PBPP3: beta(10, 10)",beta0,99.3179,99.3119,0.3964,0.359,98.6721,99.9361,1.0013,403,713
S5,4,"PBPP3: beta(10, 10)",sigma_b,1.2136,1.1534,0.3457,0.274,0.8088,1.8143,1.0038,500,976
S5,4,"PBPP3: beta(50, 20)",a0,0.6618,0.6643,0.0597,0.0596,0.562,0.7564,1.001,2514,1697
S5,4,"PBPP3: beta(50, 20)",sigma,2.2648,2.2609,0.1447,0.1404,2.0379,2.5022,1.0004,1570,1692
S5,4,"PBPP3: beta(50, 20)",beta00,100.5075,100.5125,0.6814,0.6442,99.3574,101.6031,1.0013,723,895
S5,4,"PBPP3: beta(50, 20)",sigma_b0,2.1279,2.0499,0.6085,0.5435,1.3108,3.2305,1.0007,692,1105
S5,4,"PBPP3: beta(50, 20)",beta0,99.2964,99.3031,0.3829,0.3483,98.6544,99.9065,1.0004,1356,1295
S5,4,"PBPP3: beta(50, 20)",sigma_b,0.8827,0.8449,0.4125,0.3951,0.2403,1.6115,0.9994,585,507
S5,5,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0006,1564,914
S5,5,"PBPP3: beta(1, 1)",sigma,0.1997,0.1988,0.015,0.0152,0.1767,0.2259,1.0031,1683,1399
S5,5,"PBPP3: beta(1, 1)",beta00,100.1768,100.1785,2.571,2.2884,95.9891,104.1294,1.0068,1817,958
S5,5,"PBPP3: beta(1, 1)",sigma_b0,1.8786,1.4028,1.7632,1.3122,0.1109,5.1202,0.9994,1287,650
S5,5,"PBPP3: beta(1, 1)",beta0,100.2625,100.259,0.5496,0.5175,99.3929,101.1371,1.0026,278,496
S5,5,"PBPP3: beta(1, 1)",sigma_b,1.6865,1.6121,0.438,0.3884,1.1178,2.5275,1.0039,439,793
S5,5,"PBPP3: beta(5, 5)",a0,2e-04,2e-04,1e-04,1e-04,1e-04,5e-04,1.0017,2711,1117
S5,5,"PBPP3: beta(5, 5)",sigma,0.2094,0.2076,0.0168,0.0156,0.1847,0.2385,1.0017,2686,1504
S5,5,"PBPP3: beta(5, 5)",beta00,100.4122,100.41,1.2801,1.1747,98.3284,102.4854,1.0011,2648,1284
S5,5,"PBPP3: beta(5, 5)",sigma_b0,1.1114,0.8811,0.9132,0.7843,0.0826,2.9131,1.0012,1513,994
S5,5,"PBPP3: beta(5, 5)",beta0,100.253,100.261,0.5039,0.4746,99.4405,101.0441,1.0019,335,610
S5,5,"PBPP3: beta(5, 5)",sigma_b,1.6696,1.5853,0.4545,0.377,1.1109,2.5326,1.0027,500,922
S5,5,"PBPP3: beta(10, 10)",a0,6e-04,6e-04,2e-04,2e-04,3e-04,0.0011,1,2266,1461
S5,5,"PBPP3: beta(10, 10)",sigma,0.225,0.2238,0.02,0.0201,0.1949,0.2605,1.0011,2130,1715
S5,5,"PBPP3: beta(10, 10)",beta00,100.5189,100.5155,0.9643,0.9091,98.8981,102.137,1.0019,2437,1134
S5,5,"PBPP3: beta(10, 10)",sigma_b0,0.8892,0.7179,0.7345,0.6738,0.0537,2.3384,1.0014,1050,694
S5,5,"PBPP3: beta(10, 10)",beta0,100.2915,100.28,0.5282,0.4973,99.4097,101.153,1.0063,319,556
S5,5,"PBPP3: beta(10, 10)",sigma_b,1.6552,1.5743,0.4248,0.358,1.1142,2.416,1.0046,503,957
S5,5,"PBPP3: beta(50, 20)",a0,0.6474,0.6487,0.0668,0.0644,0.5355,0.7528,0.9998,2459,1582
S5,5,"PBPP3: beta(50, 20)",sigma,2.4913,2.4888,0.1646,0.169,2.2311,2.7614,0.9997,1891,1481
S5,5,"PBPP3: beta(50, 20)",beta00,100.5476,100.555,0.5229,0.4907,99.7007,101.3806,1.002,1349,1069
S5,5,"PBPP3: beta(50, 20)",sigma_b0,1.3248,1.2576,0.5452,0.4764,0.5645,2.3227,1.0002,744,814
S5,5,"PBPP3: beta(50, 20)",beta0,100.275,100.2745,0.5097,0.4587,99.4391,101.1402,1.0013,1026,1347
S5,5,"PBPP3: beta(50, 20)",sigma_b,1.4286,1.3642,0.5114,0.4374,0.7281,2.3338,1.0048,677,1186
S5,6,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0017,2091,1114
S5,6,"PBPP3: beta(1, 1)",sigma,0.1926,0.1917,0.0147,0.0143,0.1707,0.2185,0.9999,2598,1346
S5,6,"PBPP3: beta(1, 1)",beta00,99.9683,99.9033,2.5499,2.1515,96.0535,103.9842,1.001,2033,975
S5,6,"PBPP3: beta(1, 1)",sigma_b0,1.9276,1.4636,1.7544,1.3771,0.1163,5.1455,1.0002,1848,831
S5,6,"PBPP3: beta(1, 1)",beta0,100.7482,100.768,0.4981,0.4463,99.9275,101.5522,1.0071,239,575
S5,6,"PBPP3: beta(1, 1)",sigma_b,1.4305,1.3462,0.4044,0.3347,0.9349,2.1421,1.0017,507,986
S5,6,"PBPP3: beta(5, 5)",a0,2e-04,2e-04,1e-04,1e-04,1e-04,5e-04,1.0009,2360,1750
S5,6,"PBPP3: beta(5, 5)",sigma,0.2025,0.2017,0.0167,0.0166,0.1763,0.2314,1.0008,2240,997
S5,6,"PBPP3: beta(5, 5)",beta00,99.7135,99.7037,1.256,1.2352,97.6288,101.8112,1,2417,1042
S5,6,"PBPP3: beta(5, 5)",sigma_b0,1.2027,0.9779,1.0265,0.8665,0.0837,3.1387,1.0035,1414,639
S5,6,"PBPP3: beta(5, 5)",beta0,100.7185,100.7115,0.4686,0.4322,99.9292,101.4721,1.0021,427,667
S5,6,"PBPP3: beta(5, 5)",sigma_b,1.4139,1.3479,0.3801,0.3271,0.9445,2.1021,1.0001,608,973
S5,6,"PBPP3: beta(10, 10)",a0,6e-04,6e-04,2e-04,2e-04,3e-04,0.001,1.0009,2601,1680
S5,6,"PBPP3: beta(10, 10)",sigma,0.2173,0.2156,0.019,0.0192,0.1894,0.2513,1.0016,1998,1326
S5,6,"PBPP3: beta(10, 10)",beta00,99.6575,99.6674,0.9223,0.8801,98.1759,101.1476,1.001,2279,1483
S5,6,"PBPP3: beta(10, 10)",sigma_b0,1.2587,1.0825,0.937,0.9207,0.1155,3.0157,1.0017,1065,1041
S5,6,"PBPP3: beta(10, 10)",beta0,100.7509,100.76,0.4405,0.4151,100.042,101.4342,1.0023,433,678
S5,6,"PBPP3: beta(10, 10)",sigma_b,1.4014,1.33,0.3975,0.3401,0.9226,2.1286,1.0039,494,844
S5,6,"PBPP3: beta(50, 20)",a0,0.6647,0.6685,0.0609,0.0614,0.561,0.76,0.9996,1950,1300
S5,6,"PBPP3: beta(50, 20)",sigma,2.1516,2.1421,0.1394,0.1309,1.9258,2.3871,1.0004,1765,1441
S5,6,"PBPP3: beta(50, 20)",beta00,99.6308,99.6282,0.8496,0.7853,98.1714,101.0351,1.0059,505,880
S5,6,"PBPP3: beta(50, 20)",sigma_b0,2.6882,2.5876,0.7246,0.652,1.7568,4.0184,1.0021,577,929
S5,6,"PBPP3: beta(50, 20)",beta0,100.7163,100.701,0.4295,0.3959,100.0379,101.422,1.0027,984,1091
S5,6,"PBPP3: beta(50, 20)",sigma_b,1.1899,1.1494,0.4333,0.3819,0.5941,1.9367,1.004,724,787
S5,7,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0005,1561,670
S5,7,"PBPP3: beta(1, 1)",sigma,0.2101,0.2098,0.0163,0.0162,0.185,0.2381,1.0016,2168,1571
S5,7,"PBPP3: beta(1, 1)",beta00,99.5464,99.5474,2.8425,2.1635,95.3654,103.751,1.0037,1793,669
S5,7,"PBPP3: beta(1, 1)",sigma_b0,1.9268,1.4912,1.7447,1.3937,0.1087,5.1194,1.001,955,661
S5,7,"PBPP3: beta(1, 1)",beta0,100.9831,100.988,0.5271,0.4996,100.09,101.8464,1.0141,245,344
S5,7,"PBPP3: beta(1, 1)",sigma_b,1.6588,1.5924,0.417,0.3812,1.1208,2.4416,1.0015,453,981
S5,7,"PBPP3: beta(5, 5)",a0,3e-04,2e-04,1e-04,1e-04,1e-04,5e-04,0.9993,2841,1293
S5,7,"PBPP3: beta(5, 5)",sigma,0.2201,0.2193,0.0173,0.0169,0.1935,0.2511,1.0017,2609,1467
S5,7,"PBPP3: beta(5, 5)",beta00,99.1378,99.0886,1.423,1.3306,96.8705,101.3955,0.9992,2266,1290
S5,7,"PBPP3: beta(5, 5)",sigma_b0,1.2498,1.0211,1.0666,0.8982,0.0683,3.196,0.9996,1173,686
S5,7,"PBPP3: beta(5, 5)",beta0,101.0545,101.051,0.5354,0.5122,100.193,101.904,1.0002,315,614
S5,7,"PBPP3: beta(5, 5)",sigma_b,1.7227,1.63,0.4659,0.4045,1.1414,2.6193,0.9999,485,796
S5,7,"PBPP3: beta(10, 10)",a0,6e-04,6e-04,2e-04,2e-04,3e-04,0.0011,0.9996,2195,1697
S5,7,"PBPP3: beta(10, 10)",sigma,0.2378,0.2367,0.0209,0.0202,0.2062,0.2736,0.9999,1883,1613
S5,7,"PBPP3: beta(10, 10)",beta00,99.0467,99.0452,0.9566,0.969,97.5215,100.6145,1.001,2306,1584
S5,7,"PBPP3: beta(10, 10)",sigma_b0,1.0165,0.8218,0.8376,0.758,0.0801,2.6861,1.0004,1332,906
S5,7,"PBPP3: beta(10, 10)",beta0,101.0441,101.0255,0.5379,0.49,100.2046,101.9521,1.0036,371,533
S5,7,"PBPP3: beta(10, 10)",sigma_b,1.6682,1.5995,0.4221,0.3805,1.1097,2.3895,1.0001,568,1147
S5,7,"PBPP3: beta(50, 20)",a0,0.6579,0.6593,0.0647,0.0653,0.5482,0.7637,0.9994,2684,1425
S5,7,"PBPP3: beta(50, 20)",sigma,2.5084,2.4974,0.1702,0.1747,2.2439,2.8016,0.9997,2093,1793
S5,7,"PBPP3: beta(50, 20)",beta00,98.9492,98.9396,0.665,0.6408,97.871,100.0374,1.0007,1095,1365
S5,7,"PBPP3: beta(50, 20)",sigma_b0,1.9454,1.8646,0.6186,0.553,1.1089,3.0671,1.0024,735,876
S5,7,"PBPP3: beta(50, 20)",beta0,101.0113,101.001,0.5121,0.4618,100.1679,101.878,1.0077,1307,1353
S5,7,"PBPP3: beta(50, 20)",sigma_b,1.4406,1.3664,0.519,0.4743,0.7164,2.3475,1.0043,576,1045
S5,8,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0003,1807,1102
S5,8,"PBPP3: beta(1, 1)",sigma,0.1927,0.1918,0.0149,0.0151,0.1692,0.2179,1.0008,2393,1402
S5,8,"PBPP3: beta(1, 1)",beta00,100.1363,100.174,2.5974,2.2054,96.3069,103.9985,1.0028,1640,876
S5,8,"PBPP3: beta(1, 1)",sigma_b0,1.9752,1.5784,1.6618,1.3268,0.1994,5.1317,0.9996,1818,1032
S5,8,"PBPP3: beta(1, 1)",beta0,99.9935,99.9974,0.4805,0.4454,99.2127,100.7691,1.0025,285,599
S5,8,"PBPP3: beta(1, 1)",sigma_b,1.5102,1.4441,0.3933,0.3523,1.0075,2.2567,1.0014,425,739
S5,8,"PBPP3: beta(5, 5)",a0,2e-04,2e-04,1e-04,1e-04,1e-04,4e-04,1.0016,2225,1574
S5,8,"PBPP3: beta(5, 5)",sigma,0.2025,0.2011,0.0162,0.0159,0.1783,0.2297,1.0007,2037,1644
S5,8,"PBPP3: beta(5, 5)",beta00,100.5111,100.5215,1.4015,1.301,98.2767,102.7691,1.0009,2343,1283
S5,8,"PBPP3: beta(5, 5)",sigma_b0,1.2355,0.983,0.9984,0.8492,0.1051,3.1542,0.9993,1845,1233
S5,8,"PBPP3: beta(5, 5)",beta0,99.9003,99.8986,0.4784,0.468,99.1092,100.6791,1.0153,330,551
S5,8,"PBPP3: beta(5, 5)",sigma_b,1.478,1.4168,0.3868,0.341,0.9878,2.2062,1.0076,389,685
S5,8,"PBPP3: beta(10, 10)",a0,5e-04,4e-04,2e-04,2e-04,2e-04,8e-04,1.0009,1934,1447
S5,8,"PBPP3: beta(10, 10)",sigma,0.2171,0.2161,0.0183,0.0177,0.1887,0.248,1.0002,1612,1195
S5,8,"PBPP3: beta(10, 10)",beta00,100.5459,100.53,0.9896,0.9977,98.9477,102.1412,1.0002,2467,1558
S5,8,"PBPP3: beta(10, 10)",sigma_b0,0.9691,0.8013,0.7716,0.702,0.0663,2.4955,0.9995,1434,903
S5,8,"PBPP3: beta(10, 10)",beta0,99.9584,99.9636,0.481,0.4503,99.1585,100.7492,1.0063,387,646
S5,8,"PBPP3: beta(10, 10)",sigma_b,1.4811,1.4035,0.4025,0.3426,0.9817,2.2334,1.0096,469,760
S5,8,"PBPP3: beta(50, 20)",a0,0.6505,0.6543,0.0647,0.0622,0.5391,0.7541,1.0035,2216,1583
S5,8,"PBPP3: beta(50, 20)",sigma,2.7684,2.7582,0.188,0.1911,2.4767,3.0857,1.0009,1860,1604
S5,8,"PBPP3: beta(50, 20)",beta00,100.642,100.6325,0.5892,0.5545,99.6834,101.6174,1.0069,1345,1215
S5,8,"PBPP3: beta(50, 20)",sigma_b0,1.5509,1.5147,0.5969,0.5714,0.6763,2.587,1.0035,755,662
S5,8,"PBPP3: beta(50, 20)",beta0,99.9243,99.9293,0.4272,0.4162,99.2128,100.6242,1.0004,1299,1417
S5,8,"PBPP3: beta(50, 20)",sigma_b,1.0276,1.0044,0.505,0.4624,0.1979,1.924,1.0015,354,218
S5,9,"PBPP3: beta(1, 1)",a0,0,0,0,0,0,1e-04,1.0011,1780,1201
S5,9,"PBPP3: beta(1, 1)",sigma,0.1952,0.1944,0.0148,0.0145,0.1725,0.2209,0.9997,2030,1545
S5,9,"PBPP3: beta(1, 1)",beta00,100.4975,100.4255,2.9468,2.3551,96.2153,104.8392,0.9996,2667,1148
S5,9,"PBPP3: beta(1, 1)",sigma_b0,1.9895,1.5505,1.8253,1.4178,0.1324,5.3254,1.0012,2166,974
S5,9,"PBPP3: beta(1, 1)",beta0,100.9811,100.988,0.3662,0.3291,100.3777,101.5661,1.0055,343,699
S5,9,"PBPP3: beta(1, 1)",sigma_b,1.1675,1.1001,0.3386,0.2883,0.7651,1.7967,1.0005,703,1245
S5,9,"PBPP3: beta(5, 5)",a0,2e-04,2e-04,1e-04,1e-04,1e-04,4e-04,1,1671,1327
S5,9,"PBPP3: beta(5, 5)",sigma,0.2047,0.2032,0.0162,0.0154,0.1811,0.2331,1.0003,1914,1377
S5,9,"PBPP3: beta(5, 5)",beta00,100.6709,100.683,1.3215,1.2883,98.5451,102.8611,1.0007,2570,1493
S5,9,"PBPP3: beta(5, 5)",sigma_b0,1.3024,1.0484,1.0248,0.9458,0.105,3.2843,1,1463,732
S5,9,"PBPP3: beta(5, 5)",beta0,100.9948,101.003,0.3595,0.344,100.423,101.5691,1.0083,482,769
S5,9,"PBPP3: beta(5, 5)",sigma_b,1.1644,1.1097,0.3029,0.2604,0.781,1.731,1.0005,682,1047
S5,9,"PBPP3: beta(10, 10)",a0,6e-04,5e-04,2e-04,2e-04,3e-04,0.001,0.9999,2244,1468
S5,9,"PBPP3: beta(10, 10)",sigma,0.2195,0.2179,0.0194,0.0193,0.1903,0.2526,1.0038,1862,1280
S5,9,"PBPP3: beta(10, 10)",beta00,100.7639,100.7575,0.9799,0.9466,99.164,102.348,1.0003,2172,1300
S5,9,"PBPP3: beta(10, 10)",sigma_b0,1.174,1.0081,0.8955,0.8597,0.0894,2.8465,1.0004,1329,934
S5,9,"PBPP3: beta(10, 10)",beta0,100.9883,101.0015,0.4078,0.3721,100.31,101.5961,1.0033,351,520
S5,9,"PBPP3: beta(10, 10)",sigma_b,1.1725,1.1074,0.3225,0.2621,0.7774,1.7697,1.0038,625,888
S5,9,"PBPP3: beta(50, 20)",a0,0.6651,0.6678,0.0628,0.0627,0.5575,0.7638,0.9996,1990,1429
S5,9,"PBPP3: beta(50, 20)",sigma,2.2524,2.248,0.1406,0.1364,2.0289,2.4915,0.9997,1647,1554
S5,9,"PBPP3: beta(50, 20)",beta00,100.7693,100.77,0.8484,0.7724,99.382,102.1035,1.0008,636,959
S5,9,"PBPP3: beta(50, 20)",sigma_b0,2.5753,2.4788,0.7058,0.6387,1.6365,3.9035,1.0007,665,961
S5,9,"PBPP3: beta(50, 20)",beta0,101.0322,101.04,0.3623,0.3202,100.443,101.6182,1.0021,1052,1157
