name,run,scenario,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
S2,2,"PBPP3: beta(50, 20)",sigma,1.1278,1.1242,0.0666,0.0653,1.0225,1.2419,1.0004,1877,1412
S2,2,"PBPP3: beta(50, 20)",beta00,100.2789,100.268,0.4993,0.436,99.4939,101.092,1.0036,438,600
S2,2,"PBPP3: beta(50, 20)",sigma_b0,1.4385,1.3762,0.4021,0.3676,0.9149,2.1919,1.0017,576,814
S2,2,"PBPP3: beta(50, 20)",beta0,100.5714,100.582,0.3392,0.3158,99.9915,101.1081,1.0079,541,779
S2,2,"PBPP3: beta(50, 20)",sigma_b,0.9798,0.9229,0.3136,0.2687,0.5968,1.5749,1.0028,468,711
S2,3,"PBPP3: beta(1, 1)",a0,0.7581,0.7643,0.118,0.1188,0.5548,0.9466,0.9991,1098,808
S2,3,"PBPP3: beta(1, 1)",sigma,1.136,1.1357,0.0649,0.0643,1.0301,1.244,0.9999,1859,1239
S2,3,"PBPP3: beta(1, 1)",beta00,99.7696,99.7564,0.5841,0.5658,98.8294,100.7151,1.0037,424,758
S2,3,"PBPP3: beta(1, 1)",sigma_b0,1.7709,1.7142,0.4591,0.4263,1.1651,2.6346,1.0036,534,1175
S2,3,"PBPP3: beta(1, 1)",beta0,100.005,99.9956,0.5195,0.5202,99.1689,100.8471,1.0029,556,870
S2,3,"PBPP3: beta(1, 1)",sigma_b,1.6556,1.5588,0.4626,0.3981,1.0691,2.5274,1.0031,467,807
S2,3,"PBPP3: beta(5, 5)",a0,0.6581,0.6624,0.0954,0.096,0.488,0.8067,1.002,1700,1453
S2,3,"PBPP3: beta(5, 5)",sigma,1.1364,1.1337,0.0681,0.0681,1.0311,1.2524,1.0008,1071,1185
S2,3,"PBPP3: beta(5, 5)",beta00,99.6757,99.6748,0.5611,0.5203,98.7359,100.6092,1.0026,503,473
S2,3,"PBPP3: beta(5, 5)",sigma_b0,1.7807,1.6792,0.5123,0.4461,1.14,2.763,1.0062,566,793
S2,3,"PBPP3: beta(5, 5)",beta0,100.0687,100.0555,0.5536,0.511,99.1972,100.9704,1.0082,531,719
S2,3,"PBPP3: beta(5, 5)",sigma_b,1.6795,1.6051,0.4636,0.3949,1.0897,2.5285,1.0072,492,771
S2,3,"PBPP3: beta(10, 10)",a0,0.6082,0.6138,0.0809,0.0806,0.4675,0.7309,1.002,1517,1142
S2,3,"PBPP3: beta(10, 10)",sigma,1.139,1.1364,0.0682,0.0679,1.0326,1.2572,0.9999,1299,1397
S2,3,"PBPP3: beta(10, 10)",beta00,99.7344,99.7498,0.5621,0.5234,98.7738,100.653,1.0006,481,681
S2,3,"PBPP3: beta(10, 10)",sigma_b0,1.7515,1.662,0.4965,0.4452,1.1033,2.6783,1.0019,595,1042
S2,3,"PBPP3: beta(10, 10)",beta0,100.0657,100.061,0.5551,0.5259,99.1592,100.9512,1.0067,427,534
S2,3,"PBPP3: beta(10, 10)",sigma_b,1.6296,1.5575,0.4185,0.3666,1.0752,2.4246,1.0004,639,712
S2,3,"PBPP3: beta(50, 20)",a0,0.7233,0.7247,0.0461,0.0475,0.6452,0.7974,1.0007,1298,1237
S2,3,"PBPP3: beta(50, 20)",sigma,1.1373,1.1326,0.068,0.0617,1.0296,1.2571,1.0011,1439,1110
S2,3,"PBPP3: beta(50, 20)",beta00,99.7102,99.698,0.5997,0.5496,98.7738,100.6561,1.0009,507,748
S2,3,"PBPP3: beta(50, 20)",sigma_b0,1.7822,1.7132,0.503,0.45,1.1227,2.7061,1.0008,488,1006
S2,3,"PBPP3: beta(50, 20)",beta0,100.0444,100.052,0.5223,0.5034,99.1833,100.8486,1.0036,580,762
S2,3,"PBPP3: beta(50, 20)",sigma_b,1.6351,1.5669,0.4419,0.3764,1.0507,2.4761,1.0055,385,819
S2,4,"PBPP3: beta(1, 1)",a0,0.7515,0.7689,0.1436,0.1439,0.4912,0.9513,1.0018,1110,920
S2,4,"PBPP3: beta(1, 1)",sigma,1.0792,1.075,0.0619,0.059,0.9806,1.1842,0.9996,1483,1147
S2,4,"PBPP3: beta(1, 1)",beta00,100.8648,100.858,0.3427,0.3113,100.2949,101.428,1.0007,647,745
S2,4,"PBPP3: beta(1, 1)",sigma_b0,0.9277,0.8831,0.3148,0.2777,0.5268,1.5255,1.002,484,699
S2,4,"PBPP3: beta(1, 1)",beta0,100.6805,100.703,0.5423,0.5159,99.8168,101.5412,1.0032,500,917
S2,4,"PBPP3: beta(1, 1)",sigma_b,1.7612,1.686,0.462,0.415,1.1562,2.6533,1.0027,565,1054
S2,4,"PBPP3: beta(5, 5)",a0,0.6324,0.6381,0.1098,0.1111,0.4384,0.7992,1.0011,1607,1363
S2,4,"PBPP3: beta(5, 5)",sigma,1.0819,1.0779,0.0657,0.0643,0.9802,1.1948,1.0014,2314,1476
S2,4,"PBPP3: beta(5, 5)",beta00,100.8458,100.8495,0.3459,0.3091,100.242,101.393,1.0013,656,684
S2,4,"PBPP3: beta(5, 5)",sigma_b0,0.9057,0.8525,0.3211,0.267,0.4862,1.5138,1.0094,565,746
S2,4,"PBPP3: beta(5, 5)",beta0,100.7067,100.6965,0.5418,0.5182,99.8144,101.6211,1.0014,466,749
S2,4,"PBPP3: beta(5, 5)",sigma_b,1.7271,1.6415,0.4692,0.394,1.1528,2.5798,1.0019,500,1002
S2,4,"PBPP3: beta(10, 10)",a0,0.5811,0.5823,0.0943,0.0947,0.4218,0.731,1.0007,1743,1261
S2,4,"PBPP3: beta(10, 10)",sigma,1.08,1.0773,0.0654,0.0639,0.9752,1.1942,0.9999,1790,1383
S2,4,"PBPP3: beta(10, 10)",beta00,100.8613,100.857,0.3174,0.295,100.3458,101.3781,1.0044,781,1138
S2,4,"PBPP3: beta(10, 10)",sigma_b0,0.8729,0.8255,0.3176,0.268,0.4471,1.455,1.0002,725,1113
S2,4,"PBPP3: beta(10, 10)",beta0,100.6647,100.658,0.5637,0.4937,99.7706,101.6202,1.0007,455,679
S2,4,"PBPP3: beta(10, 10)",sigma_b,1.7307,1.6383,0.4999,0.4164,1.1199,2.6636,1.0041,509,788
S2,4,"PBPP3: beta(50, 20)",a0,0.7226,0.7256,0.0487,0.0505,0.64,0.7977,1.0009,1594,1405
S2,4,"PBPP3: beta(50, 20)",sigma,1.0766,1.0734,0.0616,0.0591,0.9803,1.1818,0.9999,1800,1206
S2,4,"PBPP3: beta(50, 20)",beta00,100.8682,100.87,0.3235,0.2995,100.3367,101.4053,1.0014,712,880
S2,4,"PBPP3: beta(50, 20)",sigma_b0,0.9242,0.8665,0.3142,0.2647,0.5195,1.5237,1.0016,524,866
S2,4,"PBPP3: beta(50, 20)",beta0,100.6885,100.705,0.5619,0.5041,99.7867,101.6132,1.0051,437,651
S2,4,"PBPP3: beta(50, 20)",sigma_b,1.7481,1.6654,0.4714,0.3879,1.161,2.6724,1.011,464,782
S2,5,"PBPP3: beta(1, 1)",a0,0.7594,0.767,0.1234,0.1305,0.5398,0.9504,1.001,1078,763
S2,5,"PBPP3: beta(1, 1)",sigma,1.1104,1.1063,0.0658,0.063,1.0095,1.23,1.0058,1284,1046
S2,5,"PBPP3: beta(1, 1)",beta00,100.8553,100.857,0.4995,0.467,100.0506,101.6531,1.0028,598,786
S2,5,"PBPP3: beta(1, 1)",sigma_b0,1.5416,1.4706,0.4299,0.3856,0.984,2.3573,1.0044,462,828
S2,5,"PBPP3: beta(1, 1)",beta0,100.329,100.308,0.8454,0.8265,98.9987,101.7232,1.0114,350,416
S2,5,"PBPP3: beta(1, 1)",sigma_b,2.7005,2.594,0.6457,0.5578,1.8266,3.9255,1.0043,476,795
S2,5,"PBPP3: beta(5, 5)",a0,0.653,0.656,0.1009,0.0992,0.4841,0.8155,1.0018,1456,1143
S2,5,"PBPP3: beta(5, 5)",sigma,1.1048,1.1012,0.064,0.0613,1.0069,1.2205,1.003,1309,924
S2,5,"PBPP3: beta(5, 5)",beta00,100.8335,100.822,0.4905,0.4381,100.021,101.6531,1.0019,691,764
S2,5,"PBPP3: beta(5, 5)",sigma_b0,1.5457,1.4681,0.4313,0.3841,0.982,2.3651,1.0146,400,775
S2,5,"PBPP3: beta(5, 5)",beta0,100.377,100.394,0.8471,0.783,98.9553,101.7692,1.0106,442,562
S2,5,"PBPP3: beta(5, 5)",sigma_b,2.685,2.5921,0.6531,0.5734,1.8402,3.8859,1.0005,555,943
S2,5,"PBPP3: beta(10, 10)",a0,0.6061,0.608,0.0845,0.0845,0.4639,0.7456,1.0001,1909,1316
S2,5,"PBPP3: beta(10, 10)",sigma,1.1045,1.1008,0.0682,0.067,1.0008,1.2257,1.0029,1236,1517
S2,5,"PBPP3: beta(10, 10)",beta00,100.8641,100.8815,0.5006,0.4663,100.061,101.6321,1.0031,543,818
S2,5,"PBPP3: beta(10, 10)",sigma_b0,1.5194,1.4335,0.474,0.3966,0.9423,2.4027,1.0012,546,955
S2,5,"PBPP3: beta(10, 10)",beta0,100.2979,100.3275,0.8405,0.7932,98.8811,101.6172,1.0024,508,577
S2,5,"PBPP3: beta(10, 10)",sigma_b,2.6967,2.5955,0.6751,0.6259,1.8064,3.9885,1.0036,537,768
S2,5,"PBPP3: beta(50, 20)",a0,0.7233,0.724,0.0495,0.0522,0.6435,0.8025,1.0002,1838,1326
S2,5,"PBPP3: beta(50, 20)",sigma,1.1079,1.1051,0.0653,0.0657,1.0046,1.2176,1.0014,1696,1348
S2,5,"PBPP3: beta(50, 20)",beta00,100.8797,100.882,0.4801,0.4337,100.064,101.667,1.0007,653,1093
S2,5,"PBPP3: beta(50, 20)",sigma_b0,1.5459,1.4737,0.4443,0.3783,0.9828,2.3656,1.0017,504,649
S2,5,"PBPP3: beta(50, 20)",beta0,100.3262,100.3365,0.8057,0.7242,99.0172,101.6374,1.0111,448,548
S2,5,"PBPP3: beta(50, 20)",sigma_b,2.7224,2.586,0.679,0.5678,1.8527,3.9846,1.0025,512,819
S2,6,"PBPP3: beta(1, 1)",a0,0.7406,0.7479,0.1246,0.1294,0.5219,0.929,0.9996,1401,781
S2,6,"PBPP3: beta(1, 1)",sigma,1.0281,1.0241,0.0601,0.0606,0.9384,1.1315,1,1142,1281
S2,6,"PBPP3: beta(1, 1)",beta00,99.8968,99.8921,0.4622,0.4208,99.1407,100.6563,1.0085,452,747
S2,6,"PBPP3: beta(1, 1)",sigma_b0,1.4222,1.3473,0.4109,0.3535,0.8976,2.2163,1.0066,427,781
S2,6,"PBPP3: beta(1, 1)",beta0,100.0328,100.025,0.4885,0.4522,99.2612,100.825,1.0053,399,692
S2,6,"PBPP3: beta(1, 1)",sigma_b,1.5471,1.444,0.4829,0.3669,0.9929,2.4084,1.0006,423,724
S2,6,"PBPP3: beta(5, 5)",a0,0.646,0.6453,0.0953,0.0944,0.487,0.7993,1.0023,1082,958
S2,6,"PBPP3: beta(5, 5)",sigma,1.0323,1.03,0.0626,0.0617,0.9364,1.1404,1.0009,1524,1275
S2,6,"PBPP3: beta(5, 5)",beta00,99.8707,99.868,0.4588,0.4456,99.1238,100.603,1.0026,545,738
S2,6,"PBPP3: beta(5, 5)",sigma_b0,1.4358,1.3783,0.4045,0.3823,0.8959,2.1731,1.0008,459,888
S2,6,"PBPP3: beta(5, 5)",beta0,100.0249,100.0365,0.5052,0.4718,99.212,100.8325,1.0038,460,585
S2,6,"PBPP3: beta(5, 5)",sigma_b,1.5106,1.4245,0.4136,0.3589,0.9918,2.2947,1.0005,517,803
S2,6,"PBPP3: beta(10, 10)",a0,0.6059,0.6094,0.0838,0.08,0.4567,0.7389,0.9997,1634,1511
S2,6,"PBPP3: beta(10, 10)",sigma,1.0348,1.0305,0.0616,0.0612,0.9391,1.1402,1.0008,1378,1319
S2,6,"PBPP3: beta(10, 10)",beta00,99.8547,99.8452,0.4758,0.4374,99.1072,100.6234,1.0036,540,777
S2,6,"PBPP3: beta(10, 10)",sigma_b0,1.4346,1.376,0.4254,0.3731,0.8676,2.1887,1.0072,470,854
S2,6,"PBPP3: beta(10, 10)",beta0,100.0218,100.0325,0.4678,0.4474,99.2265,100.7782,1.0005,558,823
S2,6,"PBPP3: beta(10, 10)",sigma_b,1.5275,1.4401,0.4279,0.3617,1.004,2.3115,1.0031,563,913
S2,6,"PBPP3: beta(50, 20)",a0,0.7202,0.7219,0.0485,0.0492,0.6387,0.7948,1.0026,1547,1009
S2,6,"PBPP3: beta(50, 20)",sigma,1.0279,1.0251,0.0615,0.0585,0.9325,1.1349,1.0022,1363,1556
S2,6,"PBPP3: beta(50, 20)",beta00,99.8674,99.8623,0.4489,0.4237,99.1138,100.6082,1.004,506,636
S2,6,"PBPP3: beta(50, 20)",sigma_b0,1.4255,1.3633,0.3919,0.3578,0.9121,2.1433,1.0014,380,662
S2,6,"PBPP3: beta(50, 20)",beta0,100.0634,100.0665,0.4977,0.4696,99.2711,100.8871,1.0024,431,586
S2,6,"PBPP3: beta(50, 20)",sigma_b,1.5517,1.472,0.4461,0.3763,0.9969,2.3949,1.0014,489,972
S2,7,"PBPP3: beta(1, 1)",a0,0.7384,0.7485,0.1287,0.1305,0.5088,0.9346,1.0013,1323,998
S2,7,"PBPP3: beta(1, 1)",sigma,1.1331,1.1318,0.0681,0.0661,1.0244,1.2455,1.0023,1220,1148
S2,7,"PBPP3: beta(1, 1)",beta00,100.1878,100.222,0.5468,0.5234,99.3107,101.0571,1.0039,518,585
S2,7,"PBPP3: beta(1, 1)",sigma_b0,1.6982,1.6114,0.4909,0.4181,1.0809,2.6109,1.0017,441,954
S2,7,"PBPP3: beta(1, 1)",beta0,100.2164,100.2085,0.3871,0.3603,99.6046,100.844,1.0006,601,583
S2,7,"PBPP3: beta(1, 1)",sigma_b,1.1928,1.1297,0.3651,0.3224,0.7197,1.8488,1.001,525,1010
S2,7,"PBPP3: beta(5, 5)",a0,0.6327,0.639,0.1021,0.1016,0.4587,0.7937,0.9996,1489,1525
S2,7,"PBPP3: beta(5, 5)",sigma,1.1206,1.1184,0.0683,0.0666,1.0146,1.2402,0.9996,1600,1441
S2,7,"PBPP3: beta(5, 5)",beta00,100.204,100.205,0.5199,0.4904,99.3746,101.0332,1.0019,442,684
S2,7,"PBPP3: beta(5, 5)",sigma_b0,1.6269,1.5406,0.4569,0.3816,1.0462,2.5138,1.0082,525,912
S2,7,"PBPP3: beta(5, 5)",beta0,100.2159,100.2055,0.4096,0.3757,99.562,100.8921,1.0054,483,596
S2,7,"PBPP3: beta(5, 5)",sigma_b,1.1841,1.1339,0.3376,0.3187,0.7383,1.7759,1.0028,474,1006
S2,7,"PBPP3: beta(10, 10)",a0,0.5908,0.5913,0.088,0.0948,0.4469,0.7313,1.0006,1472,1484
S2,7,"PBPP3: beta(10, 10)",sigma,1.1155,1.1108,0.0701,0.0672,1.0071,1.2331,1.0007,1626,1085
S2,7,"PBPP3: beta(10, 10)",beta00,100.2059,100.2275,0.5771,0.5419,99.2675,101.1274,1.0022,652,829
S2,7,"PBPP3: beta(10, 10)",sigma_b0,1.6811,1.6096,0.479,0.4108,1.0711,2.5232,1.0007,501,1045
S2,7,"PBPP3: beta(10, 10)",beta0,100.1954,100.187,0.3874,0.3529,99.5802,100.843,1.0064,530,838
S2,7,"PBPP3: beta(10, 10)",sigma_b,1.1679,1.1076,0.3574,0.3141,0.723,1.793,1.001,553,942
S2,7,"PBPP3: beta(50, 20)",a0,0.7191,0.7204,0.0497,0.0512,0.6353,0.7992,1.0031,1427,1313
S2,7,"PBPP3: beta(50, 20)",sigma,1.1307,1.1276,0.0648,0.0647,1.0317,1.2429,1.002,1875,1533
S2,7,"PBPP3: beta(50, 20)",beta00,100.2063,100.197,0.5268,0.473,99.3414,101.1022,1.0056,575,583
S2,7,"PBPP3: beta(50, 20)",sigma_b0,1.6748,1.6079,0.4364,0.3981,1.0884,2.4878,1.0033,666,1205
S2,7,"PBPP3: beta(50, 20)",beta0,100.218,100.22,0.3852,0.3601,99.5936,100.8351,1.0021,520,871
S2,7,"PBPP3: beta(50, 20)",sigma_b,1.1842,1.1212,0.347,0.3143,0.7299,1.8379,1.0015,570,982
S2,8,"PBPP3: beta(1, 1)",a0,0.7634,0.7665,0.1088,0.1147,0.5818,0.9414,1.0017,1129,577
S2,8,"PBPP3: beta(1, 1)",sigma,1.0011,0.9966,0.0594,0.0607,0.9087,1.1023,1.0015,1196,1186
S2,8,"PBPP3: beta(1, 1)",beta00,99.7566,99.746,0.6426,0.6171,98.6847,100.7761,1.0068,484,709
S2,8,"PBPP3: beta(1, 1)",sigma_b0,2.0301,1.9452,0.5188,0.4393,1.3528,2.9739,1.0046,471,905
S2,8,"PBPP3: beta(1, 1)",beta0,100.3845,100.4005,0.4965,0.4559,99.5774,101.1551,1.007,523,705
S2,8,"PBPP3: beta(1, 1)",sigma_b,1.5121,1.4302,0.4344,0.3564,0.985,2.2807,1.0028,497,906
S2,8,"PBPP3: beta(5, 5)",a0,0.6637,0.6649,0.0917,0.0969,0.51,0.806,1.0006,1132,1218
S2,8,"PBPP3: beta(5, 5)",sigma,1.0065,1.0028,0.0597,0.0629,0.9152,1.1073,1.0007,1443,1273
S2,8,"PBPP3: beta(5, 5)",beta00,99.7625,99.7751,0.6288,0.5942,98.6951,100.7541,1.0037,479,744
S2,8,"PBPP3: beta(5, 5)",sigma_b0,1.9946,1.9019,0.5212,0.4507,1.3082,2.9523,1.0009,629,965
S2,8,"PBPP3: beta(5, 5)",beta0,100.3579,100.3435,0.5141,0.4544,99.5319,101.174,1.0055,497,680
S2,8,"PBPP3: beta(5, 5)",sigma_b,1.5162,1.4283,0.4396,0.3433,0.9967,2.356,1.0023,464,797
S2,8,"PBPP3: beta(10, 10)",a0,0.6217,0.6266,0.0804,0.0812,0.488,0.7515,0.9995,1335,1363
S2,8,"PBPP3: beta(10, 10)",sigma,1.0065,1.0035,0.0598,0.059,0.9156,1.1086,1.0004,1403,1210
S2,8,"PBPP3: beta(10, 10)",beta00,99.7636,99.7591,0.6408,0.5855,98.7344,100.7962,1.0005,438,837
S2,8,"PBPP3: beta(10, 10)",sigma_b0,2.0281,1.9212,0.5694,0.4618,1.3298,3.0585,1.0014,493,982
S2,8,"PBPP3: beta(10, 10)",beta0,100.3483,100.349,0.501,0.4641,99.4982,101.1274,1.0022,428,710
S2,8,"PBPP3: beta(10, 10)",sigma_b,1.5248,1.4512,0.4064,0.3596,0.9982,2.3036,1.0021,584,1044
S2,8,"PBPP3: beta(50, 20)",a0,0.7251,0.7251,0.0475,0.0473,0.6442,0.8019,1,1668,1276
S2,8,"PBPP3: beta(50, 20)",sigma,1.0017,0.9976,0.0572,0.058,0.9151,1.1018,1.0007,1289,1212
S2,8,"PBPP3: beta(50, 20)",beta00,99.742,99.7274,0.6052,0.5684,98.7683,100.697,1.0018,490,499
S2,8,"PBPP3: beta(50, 20)",sigma_b0,2.0189,1.9051,0.5724,0.4693,1.3035,3.1154,1.001,386,840
S2,8,"PBPP3: beta(50, 20)",beta0,100.3416,100.3525,0.4987,0.4255,99.4984,101.1252,1.0072,349,644
S2,8,"PBPP3: beta(50, 20)",sigma_b,1.519,1.4558,0.4112,0.363,0.98,2.2819,1.0029,437,867
S2,9,"PBPP3: beta(1, 1)",a0,0.7492,0.7559,0.1203,0.123,0.5418,0.9356,1.0006,1288,939
S2,9,"PBPP3: beta(1, 1)",sigma,1.0235,1.0211,0.0601,0.0581,0.9276,1.1246,1.0007,1347,1276
S2,9,"PBPP3: beta(1, 1)",beta00,99.5818,99.5835,0.5198,0.4641,98.7729,100.442,1.0049,384,329
S2,9,"PBPP3: beta(1, 1)",sigma_b0,1.6518,1.581,0.4458,0.3764,1.0638,2.5121,1.0012,502,977
S2,9,"PBPP3: beta(1, 1)",beta0,100.5017,100.508,0.2739,0.2669,100.066,100.9231,1.0054,720,895
S2,9,"PBPP3: beta(1, 1)",sigma_b,0.7959,0.755,0.257,0.2253,0.4633,1.253,1.0038,437,1061
S2,9,"PBPP3: beta(5, 5)",a0,0.6542,0.6563,0.096,0.0965,0.4945,0.8104,1.0024,1611,1375
S2,9,"PBPP3: beta(5, 5)",sigma,1.0171,1.0131,0.062,0.0613,0.9227,1.1225,1.0054,1632,1245
S2,9,"PBPP3: beta(5, 5)",beta00,99.5449,99.5338,0.5406,0.4952,98.6929,100.4323,1.0013,559,890
S2,9,"PBPP3: beta(5, 5)",sigma_b0,1.6597,1.5848,0.4614,0.4176,1.0699,2.5205,1.0031,568,774
S2,9,"PBPP3: beta(5, 5)",beta0,100.493,100.494,0.2807,0.255,100.0209,100.9341,1.0023,710,1020
S2,9,"PBPP3: beta(5, 5)",sigma_b,0.7903,0.7439,0.2566,0.2235,0.4563,1.276,1.0028,469,642
S2,9,"PBPP3: beta(10, 10)",a0,0.6103,0.611,0.0842,0.0852,0.4686,0.7437,1.0057,2032,1472
S2,9,"PBPP3: beta(10, 10)",sigma,1.015,1.01,0.0609,0.059,0.9229,1.1202,1.0003,2036,1460
S2,9,"PBPP3: beta(10, 10)",beta00,99.4991,99.4882,0.5419,0.5184,98.6312,100.394,1.0019,487,670
S2,9,"PBPP3: beta(10, 10)",sigma_b0,1.7081,1.6213,0.4856,0.4383,1.0974,2.6158,1.014,468,760
S2,9,"PBPP3: beta(10, 10)",beta0,100.4841,100.483,0.283,0.255,100.026,100.9361,1.0024,498,871
S2,9,"PBPP3: beta(10, 10)",sigma_b,0.8058,0.7584,0.2571,0.2201,0.4799,1.2942,1.0039,671,946
S2,9,"PBPP3: beta(50, 20)",a0,0.7219,0.7228,0.0488,0.0493,0.639,0.7993,1.0007,2133,1626
S2,9,"PBPP3: beta(50, 20)",sigma,1.0203,1.0173,0.0601,0.0598,0.927,1.1237,1.0036,1360,1271
S2,9,"PBPP3: beta(50, 20)",beta00,99.5214,99.505,0.5495,0.5409,98.6697,100.4124,1.0035,456,756
S2,9,"PBPP3: beta(50, 20)",sigma_b0,1.6978,1.6165,0.4943,0.4324,1.0703,2.5979,1.006,451,963
S2,9,"PBPP3: beta(50, 20)",beta0,100.5194,100.526,0.2834,0.2624,100.052,100.9601,1.0028,709,853
